When	WRB	when
the	DT	the
floods	NNS	flood
are	VBP	be
estimated	VBN	estimate
at	IN	at
$16	JJ	$@card@
billion	NNS	billion
.	SENT	.
Gul	NP	Gul
’s	POS	's
work	NN	work
highlights	VBZ	highlight
this	DT	this
gap	NN	gap
as	IN	as
a	DT	a
symbol	NN	symbol
of	IN	of
climate	NN	climate
injustice	NN	injustice
:	:	:
immense	JJ	immense
corporate	JJ	corporate
wealth	NN	wealth
built	VBN	build
on	IN	on
fossil	JJ	fossil
fuels	NNS	fuel
,	,	,
set	VBN	set
against	IN	against
the	DT	the
urgent	JJ	urgent
,	,	,
unmet	JJ	unmet
needs	NNS	need
of	IN	of
people	NNS	people
struggling	VBG	struggle
to	TO	to
rebuild	VB	rebuild
their	PP$	their
lives	NNS	life
after	IN	after
a	DT	a
human-made	JJ	human-made
disaster	NN	disaster
.	SENT	.
Through	IN	through
these	DT	these
films	NNS	film
,	,	,
a	DT	a
clear	JJ	clear
demand	NN	demand
emerges	VBZ	emerge
.	SENT	.
Western	JJ	Western
nations	NNS	nation
and	CC	and
the	DT	the
corporations	NNS	corporation
most	RBS	most
responsible	JJ	responsible
for	IN	for
the	DT	the
climate	NN	climate
crisis	NN	crisis
must	MD	must
provide	VB	provide
compensation	NN	compensation
and	CC	and
support	NN	support
to	TO	to
countries	NNS	country
like	IN	like
Pakistan	NP	Pakistan
.	SENT	.
The	DT	the
call	NN	call
is	VBZ	be
not	RB	not
framed	VBN	frame
as	IN	as
charity	NN	charity
,	,	,
but	CC	but
as	IN	as
a	DT	a
matter	NN	matter
of	IN	of
justice	NN	justice
and	CC	and
responsibility	NN	responsibility
in	IN	in
the	DT	the
face	NN	face
of	IN	of
escalating	VBG	escalate
,	,	,
human-driven	JJ	human-driven
climate	NN	climate
impacts	NNS	impact
.	SENT	.
