When	WRB	when
zero	CD	zero
discharge	NN	discharge
,	,	,
and	CC	and
ensuring	VBG	ensure
transparency	NN	transparency
in	IN	in
their	PP$	their
supply	NN	supply
chains	NNS	chain
.	SENT	.
Nineteen	CD	nineteen
companies	NNS	company
are	VBP	be
currently	RB	currently
ranked	VBN	rank
,	,	,
and	CC	and
their	PP$	their
positions	NNS	position
show	VBP	show
a	DT	a
clear	JJ	clear
divide	NN	divide
between	IN	between
leaders	NNS	leader
and	CC	and
laggards	NNS	laggard
.	SENT	.
At	IN	at
the	DT	the
forefront	NN	forefront
are	VBP	be
H&M	NP	H&M
,	,	,
Zara	NP	Zara
(	(	(
Inditex	NP	<unknown>
)	)	)
,	,	,
and	CC	and
Benetton	NP	Benetton
,	,	,
recognised	VBN	recognise
as	IN	as
“	``	"
Detox	NN	Detox
Avant-Garde	NN	avant-garde
.	SENT	.
”	''	"
These	DT	these
companies	NNS	company
have	VBP	have
adopted	VBN	adopt
comprehensive	JJ	comprehensive
bans	NNS	ban
on	IN	on
hazardous	JJ	hazardous
chemicals	NNS	chemical
and	CC	and
taken	VBN	take
significant	JJ	significant
steps	NNS	step
toward	IN	toward
supply-chain	NN	supply-chain
transparency	NN	transparency
.	SENT	.
By	IN	by
disclosing	VBG	disclose
information	NN	information
about	IN	about
their	PP$	their
suppliers	NNS	supplier
and	CC	and
pollution	NN	pollution
data	NNS	datum
,	,	,
they	PP	they
demonstrate	VBP	demonstrate
that	IN	that
openness	NN	openness
and	CC	and
accountability	NN	accountability
are	VBP	be
essential	JJ	essential
tools	NNS	tool
for	IN	for
driving	VBG	drive
change	NN	change
.	SENT	.
However	RB	however
,	,	,
most	JJS	most
of	IN	of
the	DT	the
brands	NNS	brand
assessed	VBN	assess
are	VBP	be
not	RB	not
keeping	VBG	keep
pace	NN	pace
.	SENT	.
Sixteen	CD	sixteen
companies	NNS	company
,	,	,
including	VBG	include
well-known	JJ	well-known
names	NNS	name
such	JJ	such
as	IN	as
Nike	NP	Nike
and	CC	and
Victoria	NP	Victoria
’s	POS	's
Secret	NP	Secret
,	,	,
fall	NN	fall
into	IN	into
the	DT	the
“	``	"
Faux	NP	Faux
Pas	NP	Pas
”	''	"
or	CC	or
“	``	"
Evolution	NN	evolution
Mode	NP	Mode
”	''	"
categories	NNS	category
.	SENT	.
These	DT	these
lagging	JJ	lagging
positions	NNS	position
indicate	VBP	indicate
that	IN	that
their	PP$	their
actions	NNS	action
are	VBP	be
still	RB	still
too	RB	too
slow	JJ	slow
or	CC	or
incomplete	JJ	incomplete
to	TO	to
meet	VB	meet
the	DT	the
urgency	NN	urgency
of	IN	of
the	DT	the
problem	NN	problem
.	SENT	.
While	IN	while
some	DT	some
have	VBP	have
made	VBN	make
commitments	NNS	commitment
on	IN	on
paper	NN	paper
,	,	,
their	PP$	their
implementation	NN	implementation
and	CC	and
transparency	NN	transparency
do	VBP	do
not	RB	not
yet	RB	yet
match	VB	match
the	DT	the
level	NN	level
of	IN	of
the	DT	the
leaders	NNS	leader
.	SENT	.
Greenpeace	NP	Greenpeace
is	VBZ	be
calling	VBG	call
on	IN	on
all	DT	all
brands	NNS	brand
to	TO	to
accelerate	VB	accelerate
their	PP$	their
efforts	NNS	effort
.	SENT	.
With	IN	with
a	DT	a
significant	JJ	significant
share	NN	share
of	IN	of
the	DT	the
industry	NN	industry
already	RB	already
proving	VBG	prove
that	IN	that
Detox	NN	Detox
is	VBZ	be
achievable	JJ	achievable
,	,	,
there	EX	there
is	VBZ	be
no	DT	no
excuse	NN	excuse
for	IN	for
half-measures	NNS	half-measure
or	CC	or
further	JJR	further
delay	NN	delay
.	SENT	.
The	DT	the
organisation	NN	organisation
will	MD	will
continue	VB	continue
to	TO	to
reassess	VB	reassess
corporate	JJ	corporate
progress	NN	progress
,	,	,
updating	VBG	update
the	DT	the
Detox	NN	Detox
Catwalk	NN	catwalk
to	TO	to
reflect	VB	reflect
real-world	NN	real-world
performance	NN	performance
and	CC	and
to	TO	to
keep	VB	keep
public	JJ	public
pressure	NN	pressure
on	IN	on
companies	NNS	company
that	WDT	that
are	VBP	be
falling	VBG	fall
behind	RB	behind
.	SENT	.
At	IN	at
the	DT	the
same	JJ	same
time	NN	time
,	,	,
Greenpeace	NP	Greenpeace
is	VBZ	be
looking	VBG	look
beyond	IN	beyond
Detox	NN	Detox
itself	PP	itself
.	SENT	.
Even	RB	even
as	IN	as
more	JJR	more
brands	NNS	brand
move	NN	move
toward	IN	toward
toxic-free	JJ	<unknown>
production	NN	production
,	,	,
there	EX	there
is	VBZ	be
a	DT	a
broader	JJR	broad
question	NN	question
about	IN	about
the	DT	the
long-term	JJ	long-term
sustainability	NN	sustainability
of	IN	of
a	DT	a
fashion	NN	fashion
system	NN	system
built	VBN	build
on	IN	on
mass	JJ	mass
production	NN	production
and	CC	and
ever-growing	JJ	ever-growing
consumption	NN	consumption
.	SENT	.
Greenpeace	NP	Greenpeace
is	VBZ	be
therefore	RB	therefore
beginning	VBG	begin
to	TO	to
focus	VB	focus
on	IN	on
what	WP	what
truly	RB	truly
sustainable	JJ	sustainable
,	,	,
post-growth	NN	post-growth
models	NNS	model
for	IN	for
the	DT	the
fashion	NN	fashion
industry	NN	industry
could	MD	could
look	VB	look
like—models	NNS	like—model
that	WDT	that
not	RB	not
only	RB	only
eliminate	VB	eliminate
hazardous	JJ	hazardous
chemicals	NNS	chemical
,	,	,
but	CC	but
also	RB	also
move	VB	move
away	RB	away
from	IN	from
the	DT	the
logic	NN	logic
of	IN	of
endless	JJ	endless
expansion	NN	expansion
.	SENT	.
