There	EX	there
“	``	"
[	SYM	[
The	DT	the
Paris	NP	Paris
climate	NN	climate
agreement	NN	agreement
]	SYM	]
aims	VBZ	aim
to	TO	to
strengthen	VB	strengthen
the	DT	the
global	JJ	global
response	NN	response
to	TO	to
the	DT	the
threat	NN	threat
of	IN	of
climate	NN	climate
change	NN	change
…	NN	<unknown>
by	IN	by
holding	VBG	hold
the	DT	the
increase	NN	increase
in	IN	in
the	DT	the
global	JJ	global
average	JJ	average
temperature	NN	temperature
to	TO	to
well	RB	well
below	IN	below
2	CD	@card@
°C	NN	°C
above	IN	above
pre-industrial	JJ	pre-industrial
levels	NNS	level
and	CC	and
to	TO	to
pursue	VB	pursue
efforts	NNS	effort
to	TO	to
limit	VB	limit
the	DT	the
temperature	NN	temperature
increase	NN	increase
to	TO	to
1.5	CD	@card@
°C	NN	°C
above	IN	above
pre-industrial	JJ	pre-industrial
levels	NNS	level
.	SENT	.
”	''	"
Next	RB	next
,	,	,
the	DT	the
research	NN	research
team	NN	team
calculated	VBD	calculate
the	DT	the
‘	``	'
carbon	NN	carbon
budget	NN	budget
’	''	'
that	WDT	that
can	MD	can
be	VB	be
attributed	VBN	attribute
to	TO	to
the	DT	the
transport	NN	transport
industry	NN	industry
(	(	(
the	DT	the
amount	NN	amount
of	IN	of
CO	NP	Co
2	CD	@card@
that	WDT	that
can	MD	can
be	VB	be
pumped	VBN	pump
out	RP	out
while	IN	while
keeping	VBG	keep
warming	NN	warming
below	IN	below
a	DT	a
certain	JJ	certain
temperature	NN	temperature
threshold	NN	threshold
)	)	)
.	SENT	.
What	WP	what
they	PP	they
found	VBN	find
is	VBZ	be
that	IN	that
,	,	,
without	IN	without
laws	NNS	law
to	TO	to
drive	VB	drive
change	NN	change
,	,	,
the	DT	the
rate	NN	rate
at	IN	at
which	WDT	which
electric	JJ	electric
vehicles	NNS	vehicle
will	MD	will
be	VB	be
introduced	VBN	introduce
to	TO	to
the	DT	the
market	NN	market
wo	MD	wo
n’t	RB	n't
be	VB	be
enough	JJ	enough
to	TO	to
stop	VB	stop
the	DT	the
industry	NN	industry
blowing	VBG	blow
through	IN	through
its	PP$	its
carbon	NN	carbon
budget	NN	budget
.	SENT	.
The	DT	the
two	CD	two
graphs	NNS	graph
below	IN	below
sum	NN	sum
things	NNS	thing
up	RB	up
.	SENT	.
The	DT	the
top	JJ	top
one	CD	one
shows	NNS	show
what	WP	what
the	DT	the
researchers	NNS	researcher
think	VBP	think
will	MD	will
happen	VB	happen
over	IN	over
the	DT	the
coming	VBG	come
few	JJ	few
decades	NNS	decade
unless	IN	unless
any	DT	any
action	NN	action
is	VBZ	be
taken	VBN	take
.	SENT	.
The	DT	the
bottom	JJ	bottom
graph	NN	graph
shows	VBZ	show
how	WRB	how
much	RB	much
faster	RBR	faster
the	DT	the
sale	NN	sale
of	IN	of
diesels	NNS	diesel
,	,	,
petrols	NNS	petrol
and	CC	and
hybrid	JJ	hybrid
engines	NNS	engine
need	VBP	need
to	TO	to
decline	VB	decline
if	IN	if
we	PP	we
’re	VBP	be
going	VBG	go
to	TO	to
have	VB	have
a	DT	a
decent	JJ	decent
chance	NN	chance
of	IN	of
hitting	VBG	hit
the	DT	the
1.5°C	JJ	<unknown>
target	NN	target
.	SENT	.
Top	NN	top
:	:	:
DLR	NP	DLR
’s	POS	's
current	JJ	current
projection	NN	projection
for	IN	for
new	JJ	new
car	NN	car
sales	NNS	sale
in	IN	in
Europe	NP	Europe
.	SENT	.
Bottom	NN	bottom
:	:	:
target	NN	target
car	NN	car
sales	NNS	sale
for	IN	for
a	DT	a
66	CD	@card@
%	NN	%
chance	NN	chance
of	IN	of
staying	VBG	stay
under	IN	under
1.5°C	NN	<unknown>
of	IN	of
warming	NN	warming
.	SENT	.
Source	NN	source
:	:	:
DLR	NN	DLR
Looking	VBG	look
at	IN	at
the	DT	the
bottom	JJ	bottom
graph	NN	graph
,	,	,
we	PP	we
can	MD	can
see	VB	see
that	IN	that
the	DT	the
sale	NN	sale
of	IN	of
new	JJ	new
high	JJ	high
emission	NN	emission
vehicles	NNS	vehicle
needs	VBZ	need
to	TO	to
fall	VB	fall
to	TO	to
zero	VB	zero
by	IN	by
around	RB	around
2028	CD	@card@
.	SENT	.
That	DT	that
means	NNS	mean
we	PP	we
’ve	VBP	have
got	VBN	get
about	IN	about
a	DT	a
decade	NN	decade
to	TO	to
completely	RB	completely
ban	VB	ban
the	DT	the
sale	NN	sale
of	IN	of
petrol	NN	petrol
and	CC	and
diesel	JJ	diesel
vehicles	NNS	vehicle
.	SENT	.
At	IN	at
this	DT	this
stage	NN	stage
we	PP	we
should	MD	should
also	RB	also
state	VB	state
the	DT	the
research	NN	research
only	RB	only
looks	VBZ	look
at	IN	at
the	DT	the
car	NN	car
industry	NN	industry
in	IN	in
Europe	NP	Europe
,	,	,
and	CC	and
not	RB	not
vehicles	NNS	vehicle
in	IN	in
Asia	NP	Asia
and	CC	and
the	DT	the
Americas	NPS	America
.	SENT	.
More	JJR	more
research	NN	research
is	VBZ	be
need	NN	need
to	TO	to
cover	VB	cover
these	DT	these
regions	NNS	region
.	SENT	.
And	CC	and
it	PP	it
’s	VBZ	be
entirely	RB	entirely
possible	JJ	possible
that	IN	that
some	DT	some
countries	NNS	country
would	MD	would
need	VB	need
to	TO	to
phase	VB	phase
out	RP	out
fossil	JJ	fossil
fuel	NN	fuel
cars	NNS	car
even	RB	even
quicker	RBR	quicker
.	SENT	.
﻿	NN	<unknown>
The	DT	the
Norway	NP	Norway
model	NN	model
So	IN	so
how	WRB	how
realistic	JJ	realistic
is	VBZ	be
it	PP	it
do	VBP	do
this	DT	this
by	IN	by
2028	CD	@card@
?	SENT	?
It	PP	it
’s	VBZ	be
estimated	VBN	estimate
that	IN	that
by	IN	by
the	DT	the
end	NN	end
of	IN	of
2018	CD	@card@
,	,	,
only	RB	only
2.35	CD	@card@
%	NN	%
of	IN	of
new	JJ	new
cars	NNS	car
and	CC	and
vans	NNS	van
sold	VBN	sell
in	IN	in
Europe	NP	Europe
will	MD	will
be	VB	be
electric	JJ	electric
.	SENT	.
So	RB	so
switching	VBG	switch
the	DT	the
entire	JJ	entire
industry	NN	industry
from	IN	from
being	VBG	be
a	DT	a
high	JJ	high
carbon	NN	carbon
one	CD	one
to	TO	to
a	DT	a
low	JJ	low
carbon	NN	carbon
one	CD	one
,	,	,
might	MD	might
seem	VB	seem
like	IN	like
an	DT	an
impossible	JJ	impossible
task	NN	task
in	IN	in
10	CD	@card@
short	JJ	short
years	NNS	year
.	SENT	.
But	CC	but
here	RB	here
’s	VBZ	be
the	DT	the
good	JJ	good
news	NN	news
;	:	;
Norway	NP	Norway
is	VBZ	be
showing	VBG	show
how	WRB	how
fast	JJ	fast
things	NNS	thing
can	MD	can
change	VB	change
.	SENT	.
Basically	RB	basically
,	,	,
the	DT	the
world	NN	world
needs	VBZ	need
to	TO	to
get	VB	get
more	RBR	more
ambitious	JJ	ambitious
when	WRB	when
it	PP	it
comes	VBZ	come
to	TO	to
limiting	VBG	limit
global	JJ	global
warming	NN	warming
.	SENT	.
In	IN	in
Norway	NP	Norway
,	,	,
a	DT	a
combination	NN	combination
of	IN	of
tax	NN	tax
incentives	NNS	incentive
and	CC	and
government	NN	government
policies	NNS	policy
are	VBP	be
driving	VBG	drive
staggering	JJ	staggering
electric	JJ	electric
car	NN	car
growth	NN	growth
.	SENT	.
So	RB	so
much	RB	much
so	RB	so
that	IN	that
the	DT	the
Scandinavian	JJ	Scandinavian
country	NN	country
has	VBZ	have
set	VBN	set
2025	CD	@card@
as	IN	as
the	DT	the
goal	NN	goal
for	IN	for
all	DT	all
new	JJ	new
cars	NNS	car
to	TO	to
have	VB	have
zero	CD	zero
emissions	NNS	emission
.	SENT	.
Norway	NP	Norway
has	VBZ	have
the	DT	the
world	NN	world
’s	POS	's
fastest	JJS	fast
electric	JJ	electric
car	NN	car
growth	NN	growth
.	SENT	.
Source	NN	source
:	:	:
Wikipedia	NN	<unknown>
We	PP	we
need	VBP	need
to	TO	to
think	VB	think
beyond	IN	beyond
cars	NNS	car
Cutting	NP	Cutting
pollution	NN	pollution
from	IN	from
transport	NN	transport
does	VBZ	do
n’t	RB	n't
only	RB	only
have	VB	have
to	TO	to
be	VB	be
a	DT	a
choice	NN	choice
between	IN	between
fossil	JJ	fossil
fuel	NN	fuel
power	NN	power
cars	NNS	car
and	CC	and
electric	JJ	electric
ones	NNS	one
.	SENT	.
A	DT	a
truly	RB	truly
sustainable	JJ	sustainable
plan	NN	plan
for	IN	for
transport	NN	transport
should	MD	should
be	VB	be
about	RB	about
constructing	VBG	construct
more	JJR	more
bike	NN	bike
lanes	NNS	lane
,	,	,
building	VBG	build
cycling	NN	cycling
infrastructure	NN	infrastructure
that	WDT	that
would	MD	would
make	VB	make
it	PP	it
easier	JJR	easy
for	IN	for
people	NNS	people
to	TO	to
get	VB	get
around	RP	around
without	IN	without
cars	NNS	car
.	SENT	.
It	PP	it
should	MD	should
be	VB	be
about	RB	about
making	VBG	make
public	JJ	public
transport	NN	transport
more	RBR	more
affordable	JJ	affordable
,	,	,
leading	VBG	lead
to	TO	to
more	JJR	more
people	NNS	people
using	VBG	use
trains	NNS	train
or	CC	or
buses	NNS	bus
to	TO	to
get	VB	get
around	RP	around
.	SENT	.
And	CC	and
it	PP	it
should	MD	should
be	VB	be
about	RB	about
investing	VBG	invest
in	IN	in
car	NN	car
sharing	NN	sharing
schemes	NNS	scheme
,	,	,
and	CC	and
reducing	VBG	reduce
the	DT	the
amount	NN	amount
of	IN	of
vehicles	NNS	vehicle
on	IN	on
the	DT	the
road	NN	road
.	SENT	.
Following	VBG	follow
such	PDT	such
a	DT	a
path	NN	path
would	MD	would
be	VB	be
a	DT	a
sensible	NN	sensible
for	IN	for
a	DT	a
whole	JJ	whole
raft	NN	raft
of	IN	of
reasons	NNS	reason
.	SENT	.
It	PP	it
would	MD	would
mean	VB	mean
reduced	VBN	reduce
pressure	NN	pressure
on	IN	on
natural	JJ	natural
resources	NNS	resource
,	,	,
as	IN	as
fewer	JJR	few
cars	NNS	car
would	MD	would
mean	VB	mean
less	JJR	less
demand	NN	demand
for	IN	for
steel	NN	steel
and	CC	and
plastic	NN	plastic
used	VBN	use
to	TO	to
build	VB	build
vehicles	NNS	vehicle
.	SENT	.
It	PP	it
would	MD	would
mean	VB	mean
a	DT	a
quicker	JJR	quick
route	NN	route
to	TO	to
cleaning	VBG	clean
up	RP	up
our	PP$	our
air	NN	air
,	,	,
as	RB	as
more	RBR	more
polluting	VBG	pollute
cars	NNS	car
could	MD	could
be	VB	be
taken	VBN	take
off	RP	off
the	DT	the
roads	NNS	road
sooner	RBR	sooner
.	SENT	.
And	CC	and
most	JJS	most
of	IN	of
all	DT	all
,	,	,
it	PP	it
would	MD	would
mean	VB	mean
an	DT	an
even	RB	even
greater	JJR	great
chance	NN	chance
of	IN	of
keeping	VBG	keep
under	IN	under
1.5°C	JJ	<unknown>
degrees	NNS	degree
of	IN	of
warming	NN	warming
.	SENT	.
Richard	NP	Richard
Casson	NP	Casson
is	VBZ	be
the	DT	the
digital	JJ	digital
engagement	NN	engagement
lead	NN	lead
of	IN	of
the	DT	the
air	NN	air
pollution	NN	pollution
campaign	NN	campaign
Though	IN	though
the	DT	the
difference	NN	difference
between	IN	between
1.5°C	NP	<unknown>
and	CC	and
2°C	NP	<unknown>
might	MD	might
not	RB	not
seem	VB	seem
like	IN	like
much	RB	much
,	,	,
that	IN	that
half	PDT	half
a	DT	a
degree	NN	degree
difference	NN	difference
really	RB	really
stacks	VBZ	stack
up	RP	up
–	:	-
as	IN	as
this	DT	this
neat-looking	JJ	<unknown>
infographic	NN	<unknown>
explains	VBZ	explain
.	SENT	.
1.5°C	JJ	<unknown>
of	IN	of
global	JJ	global
warming	NN	warming
vs.	CC	vs.
2°C	JJ	<unknown>
–	:	-
a	DT	a
snapshot	NN	snapshot
of	IN	of
the	DT	the
difference	NN	difference
in	IN	in
impact	NN	impact
.	SENT	.
Source	NN	source
:	:	:
CarbonBrief	NN	Carbonbrief
Since	IN	since
the	DT	the
Paris	NP	Paris
climate	NN	climate
talks	NNS	talk
in	IN	in
2015	CD	@card@
,	,	,
scientists	NNS	scientist
and	CC	and
researchers	NNS	researcher
have	VBP	have
been	VBN	be
busy	JJ	busy
turning	VBG	turn
that	DT	that
1.5°C	JJ	<unknown>
target	NN	target
into	IN	into
something	NN	something
more	RBR	more
meaningful	JJ	meaningful
,	,	,
like	IN	like
working	VBG	work
out	RP	out
how	WRB	how
quickly	RB	quickly
we	PP	we
need	VBP	need
to	TO	to
stop	VB	stop
burning	VBG	burn
coal	NN	coal
and	CC	and
oil	NN	oil
,	,	,
how	WRB	how
many	JJ	many
wind	NN	wind
and	CC	and
solar	JJ	solar
farms	NNS	farm
we	PP	we
need	VBP	need
to	TO	to
build	VB	build
,	,	,
and	CC	and
how	WRB	how
soon	RB	soon
we	PP	we
need	VBP	need
to	TO	to
switch	VB	switch
from	IN	from
gas	NN	gas
guzzling	VBG	guzzle
cars	NNS	car
to	TO	to
zero-emissions	JJ	<unknown>
vehicles	NNS	vehicle
.	SENT	.
In	IN	in
a	DT	a
new	JJ	new
study	NN	study
–	:	-
commissioned	VBN	commission
by	IN	by
Greenpeace	NP	Greenpeace
and	CC	and
carried	VBD	carry
out	RP	out
by	IN	by
Germany	NP	Germany
’s	POS	's
Aerospace	NP	Aerospace
Centre	NP	Centre
–	:	-
researchers	NNS	researcher
set	VBN	set
out	RP	out
to	TO	to
shine	VB	shine
a	DT	a
light	NN	light
on	IN	on
one	CD	one
of	IN	of
the	DT	the
big	JJ	big
questions	NNS	question
that	WDT	that
falls	VBZ	fall
out	RP	out
of	IN	of
the	DT	the
1.5°C	JJ	<unknown>
target	NN	target
:	:	:
‘	``	'
How	WRB	how
soon	RB	soon
do	VBP	do
we	PP	we
need	VBP	need
to	TO	to
stop	VB	stop
the	DT	the
sale	NN	sale
of	IN	of
new	JJ	new
fossil	JJ	fossil
fuel	NN	fuel
cars	NNS	car
?	SENT	?
’	''	'
And	CC	and
the	DT	the
answer	NN	answer
is	VBZ	be
:	:	:
pretty	RB	pretty
damn	RB	damn
soon	RB	soon
.	SENT	.
The	DT	the
car	NN	car
conundrum	NN	conundrum
