When	WRB	when
years	NNS	year
,	,	,
deforestation	NN	deforestation
and	CC	and
burning	NN	burning
have	VBP	have
continued	VBN	continue
even	RB	even
as	IN	as
scientists	NNS	scientist
have	VBP	have
warned	VBN	warn
that	IN	that
Amazon	NP	Amazon
is	VBZ	be
hurtling	VBG	hurtle
toward	IN	toward
a	DT	a
climate	NN	climate
tipping	VBG	tip
point	NN	point
of	IN	of
no	DT	no
return	NN	return
.	SENT	.
OK	UH	OK
,	,	,
got	VBD	get
all	RB	all
that	RB	that
?	SENT	?
The	DT	the
Amazon	NP	Amazon
is	VBZ	be
under	IN	under
threat	NN	threat
from	IN	from
deforestation	NN	deforestation
and	CC	and
the	DT	the
fires	NNS	fire
used	VBN	use
for	IN	for
forest	NN	forest
destruction	NN	destruction
by	IN	by
those	DT	those
putting	VBG	put
profits	NNS	profit
over	IN	over
people	NNS	people
and	CC	and
the	DT	the
planet	NN	planet
.	SENT	.
The	DT	the
world	NN	world
’s	POS	's
largest	JJS	large
intact	JJ	intact
forest	NN	forest
,	,	,
the	DT	the
Amazon	NP	Amazon
plays	VBZ	play
a	DT	a
key	JJ	key
role	NN	role
in	IN	in
regulating	VBG	regulate
the	DT	the
global	JJ	global
climate	NN	climate
.	SENT	.
It	PP	it
is	VBZ	be
home	NN	home
to	TO	to
Indigenous	JJ	indigenous
Peoples	NPS	Peoples
and	CC	and
traditional	JJ	traditional
communities	NNS	community
whose	WP$	whose
land	NN	land
stewardship	NN	stewardship
practices	NNS	practice
can	MD	can
lead	VB	lead
us	PP	us
all	RB	all
toward	IN	toward
a	DT	a
more	RBR	more
sustainable	JJ	sustainable
future	NN	future
.	SENT	.
It	PP	it
is	VBZ	be
perhaps	RB	perhaps
the	DT	the
world	NN	world
’s	POS	's
most	JJS	most
biodiverse	NN	biodiverse
region	NN	region
yet	RB	yet
also	RB	also
a	DT	a
place	NN	place
where	WRB	where
there	EX	there
are	VBP	be
likely	RB	likely
still	RB	still
many	JJ	many
species	NNS	specie
unknown	JJ	unknown
to	TO	to
science	NN	science
.	SENT	.
Now	RB	now
we	PP	we
’re	VBP	be
going	VBG	go
to	TO	to
take	VB	take
a	DT	a
closer	JJR	close
look	NN	look
at	IN	at
what	WP	what
is	VBZ	be
driving	VBG	drive
deforestation	NN	deforestation
and	CC	and
how	WRB	how
it	PP	it
has	VBZ	have
been	VBN	be
increasing	VBG	increase
in	IN	in
recent	JJ	recent
years	NNS	year
.	SENT	.
In	IN	in
the	DT	the
last	JJ	last
40	CD	@card@
years	NNS	year
,	,	,
the	DT	the
Amazon	NP	Amazon
had	VBD	have
already	RB	already
had	VBN	have
approximately	RB	approximately
17	CD	@card@
%	NN	%
of	IN	of
its	PP$	its
total	JJ	total
area	NN	area
deforested	VBD	deforest
,	,	,
according	VBG	accord
to	TO	to
Brazil	NP	Brazil
’s	POS	's
National	NP	National
Institute	NP	Institute
for	IN	for
Space	NP	Space
Research	NP	Research
(	(	(
INPE	NP	<unknown>
)	)	)
.	SENT	.
These	DT	these
numbers	NNS	number
do	VBP	do
n’t	RB	n't
count	VB	count
areas	NNS	area
of	IN	of
forest	NN	forest
undergoing	VBG	undergo
degradation	NN	degradation
,	,	,
a	DT	a
lesser	JJR	lesser
but	CC	but
still	RB	still
significant	JJ	significant
degree	NN	degree
of	IN	of
forest	NN	forest
damage	NN	damage
which	WDT	which
also	RB	also
affects	VBZ	affect
biodiversity	NN	biodiversity
.	SENT	.
While	IN	while
deforestation	NN	deforestation
is	VBZ	be
not	RB	not
a	DT	a
new	JJ	new
threat	NN	threat
to	TO	to
the	DT	the
Amazon	NP	Amazon
,	,	,
forest	NN	forest
destruction	NN	destruction
has	VBZ	have
spiked	VBN	spike
under	IN	under
Bolsonaro	NP	<unknown>
’s	POS	's
anti-environment	NN	anti-environment
government	NN	government
.	SENT	.
Deforestation	NN	deforestation
threatens	VBZ	threaten
biodiversity	NN	biodiversity
,	,	,
the	DT	the
lives	NNS	life
of	IN	of
Indigenous	JJ	indigenous
Peoples	NPS	Peoples
and	CC	and
traditional	JJ	traditional
communities	NNS	community
and	CC	and
even	RB	even
the	DT	the
global	JJ	global
climate	NN	climate
.	SENT	.
Deforestation	NN	deforestation
is	VBZ	be
the	DT	the
cutting	VBG	cut
down	RP	down
of	IN	of
natural	JJ	natural
forests	NNS	forest
and	CC	and
removal	NN	removal
of	IN	of
trees	NNS	tree
from	IN	from
land	NN	land
in	IN	in
order	NN	order
to	TO	to
convert	VB	convert
it	PP	it
for	IN	for
non-forest	NN	non-forest
uses	NNS	use
such	JJ	such
as	IN	as
cattle	NNS	cattle
ranching	VBG	ranch
,	,	,
growing	VBG	grow
animal	JJ	animal
feed	NN	feed
,	,	,
or	CC	or
illegal	JJ	illegal
logging	NN	logging
.	SENT	.
This	DT	this
destructive	JJ	destructive
economic	JJ	economic
development	NN	development
model	NN	model
has	VBZ	have
long	RB	long
been	VBN	be
practiced	VBN	practice
in	IN	in
the	DT	the
Amazon	NP	Amazon
,	,	,
but	CC	but
it	PP	it
has	VBZ	have
been	VBN	be
reinforced	VBN	reinforce
by	IN	by
the	DT	the
Bolsonaro	NP	<unknown>
government	NN	government
.	SENT	.
One	CD	one
third	NN	third
of	IN	of
all	DT	all
deforestation	NN	deforestation
in	IN	in
the	DT	the
Amazon	NP	Amazon
is	VBZ	be
perpetrated	VBN	perpetrate
by	IN	by
land	NN	land
grabbers	NNS	grabber
seizing	VBG	seize
public	JJ	public
lands	NNS	land
in	IN	in
Brazil	NP	Brazil
.	SENT	.
This	DT	this
land	NN	land
is	VBZ	be
stolen	VBN	steal
from	IN	from
the	DT	the
Brazilian	JJ	Brazilian
public	NN	public
,	,	,
often	RB	often
to	TO	to
create	VB	create
more	JJR	more
cattle	NNS	cattle
pasture	NN	pasture
and	CC	and
animal	NN	animal
feed	NN	feed
for	IN	for
the	DT	the
global	JJ	global
meat	NN	meat
industry	NN	industry
.	SENT	.
A	DT	a
survey	NN	survey
released	VBN	release
by	IN	by
the	DT	the
Amazon	NP	Amazon
Environmental	NP	Environmental
Research	NP	Research
Institute	NP	Institute
(	(	(
IPAM	NP	<unknown>
)	)	)
in	IN	in
October	NP	October
2021	CD	@card@
showed	VBD	show
that	IN	that
cattle	NNS	cattle
pastures	NNS	pasture
occupied	VBD	occupy
75	CD	@card@
%	NN	%
of	IN	of
the	DT	the
deforested	VBN	deforest
area	NN	area
on	IN	on
public	JJ	public
lands	NNS	land
in	IN	in
the	DT	the
Amazon	NP	Amazon
.	SENT	.
All	PDT	all
the	DT	the
while	NN	while
,	,	,
this	DT	this
criminal	JJ	criminal
activity	NN	activity
is	VBZ	be
rewarded	VBN	reward
by	IN	by
climate-wrecking	VBG	climate-wreck
Brazilian	JJ	Brazilian
politicians	NNS	politician
,	,	,
candidates	NNS	candidate
as	RB	as
well	RB	well
as	IN	as
major	JJ	major
banks	NNS	bank
and	CC	and
buyers	NNS	buyer
of	IN	of
animal	JJ	animal
feed	NN	feed
or	CC	or
beef	NN	beef
around	IN	around
the	DT	the
world	NN	world
who	WP	who
continue	VBP	continue
to	TO	to
look	VB	look
the	DT	the
other	JJ	other
way	NN	way
.	SENT	.
Agribusiness	NN	agribusiness
and	CC	and
meat	NN	meat
consumption	NN	consumption
are	VBP	be
the	DT	the
primary	JJ	primary
drivers	NNS	driver
of	IN	of
deforestation	NN	deforestation
in	IN	in
the	DT	the
Amazon	NP	Amazon
and	CC	and
other	JJ	other
biomes	NNS	biome
in	IN	in
Brazil	NP	Brazil
such	JJ	such
as	IN	as
the	DT	the
Pantanal	NP	<unknown>
and	CC	and
the	DT	the
Cerrado	NP	<unknown>
,	,	,
but	CC	but
they	PP	they
are	VBP	be
not	RB	not
the	DT	the
only	JJ	only
ones	NNS	one
as	IN	as
the	DT	the
construction	NN	construction
of	IN	of
new	JJ	new
highways	NNS	highway
,	,	,
logging	VBG	log
roads	NNS	road
,	,	,
dams	NNS	dam
,	,	,
mines	NNS	mine
,	,	,
also	RB	also
act	NN	act
as	IN	as
catalysts	NNS	catalyst
for	IN	for
deforestation	NN	deforestation
.	SENT	.
Scientists	NNS	scientist
have	VBP	have
warned	VBN	warn
that	IN	that
further	JJR	further
deforestation	NN	deforestation
could	MD	could
push	VB	push
the	DT	the
Amazon	NP	Amazon
rainforest	NN	rainforest
beyond	IN	beyond
a	DT	a
tipping	VBG	tip
point	NN	point
where	WRB	where
the	DT	the
moisture	NN	moisture
and	CC	and
carbon	NN	carbon
balance	NN	balance
of	IN	of
much	JJ	much
of	IN	of
the	DT	the
Amazon	NP	Amazon
biome	NN	biome
would	MD	would
become	VB	become
broken	VBN	break
.	SENT	.
Beyond	IN	beyond
this	DT	this
tipping	VBG	tip
point	NN	point
,	,	,
the	DT	the
Amazon	NP	Amazon
could	MD	could
effectively	RB	effectively
fail	VB	fail
as	IN	as
a	DT	a
rainforest	NN	rainforest
and	CC	and
begin	VB	begin
to	TO	to
become	VB	become
a	DT	a
much	JJ	much
dryer	NN	dryer
ecosystem	NN	ecosystem
,	,	,
similar	JJ	similar
to	TO	to
a	DT	a
savannah	NN	savannah
.	SENT	.
According	VBG	accord
to	TO	to
some	DT	some
studies	NNS	study
,	,	,
this	DT	this
tipping	VBG	tip
point	NN	point
would	MD	would
be	VB	be
reached	VBN	reach
when	WRB	when
20	CD	@card@
%	NN	%
to	TO	to
25	CD	@card@
%	NN	%
of	IN	of
the	DT	the
forested	JJ	forested
area	NN	area
is	VBZ	be
lost	VBN	lose
to	TO	to
deforestation	NN	deforestation
.	SENT	.
Given	VBN	give
that	IN	that
approximately	RB	approximately
17	CD	@card@
%	NN	%
of	IN	of
the	DT	the
rainforest	NN	rainforest
has	VBZ	have
been	VBN	be
lost	VBN	lose
already	RB	already
,	,	,
we	PP	we
are	VBP	be
perilously	RB	perilously
close	JJ	close
to	TO	to
this	DT	this
catastrophic	JJ	catastrophic
tipping	VBG	tip
point	NN	point
.	SENT	.
If	IN	if
such	PDT	such
a	DT	a
fate	NN	fate
befalls	VBZ	befall
the	DT	the
Amazon	NN	Amazon
there	EX	there
would	MD	would
be	VB	be
disastrous	JJ	disastrous
consequences	NNS	consequence
for	IN	for
the	DT	the
climate	NN	climate
,	,	,
people	NNS	people
,	,	,
and	CC	and
biodiversity	NN	biodiversity
.	SENT	.
The	DT	the
Amazon	NN	Amazon
is	VBZ	be
,	,	,
simply	RB	simply
put	VBN	put
,	,	,
amazing	JJ	amazing
.	SENT	.
And	CC	and
,	,	,
yet	RB	yet
,	,	,
it	PP	it
is	VBZ	be
being	VBG	be
destroyed	VBN	destroy
.	SENT	.
Yes	UH	yes
.	SENT	.
In	IN	in
2021	CD	@card@
,	,	,
the	DT	the
Amazon	NP	Amazon
registered	VBD	register
its	PP$	its
highest	JJS	high
annual	JJ	annual
rate	NN	rate
of	IN	of
deforestation	NN	deforestation
since	IN	since
2006	CD	@card@
.	SENT	.
That	DT	that
was	VBD	be
the	DT	the
year	NN	year
when	WRB	when
Brazil	NP	Brazil
started	VBD	start
a	DT	a
historic	JJ	historic
program	NN	program
—	:	-
Action	NP	Action
Plan	NP	Plan
for	IN	for
the	DT	the
Prevention	NN	prevention
and	CC	and
Control	NN	control
of	IN	of
Deforestation	NN	deforestation
in	IN	in
the	DT	the
Legal	NP	Legal
Amazon	NP	Amazon
(	(	(
PPCDAm	NP	<unknown>
)	)	)
—	:	-
that	WDT	that
resulted	VBD	result
in	IN	in
a	DT	a
drastic	JJ	drastic
decrease	NN	decrease
in	IN	in
deforestation	NN	deforestation
.	SENT	.
Unfortunately	RB	unfortunately
,	,	,
all	PDT	all
the	DT	the
work	NN	work
that	WDT	that
went	VBD	go
into	IN	into
curbing	VBG	curb
deforestation	NN	deforestation
is	VBZ	be
being	VBG	be
undone	VBN	undo
as	IN	as
the	DT	the
world	NN	world
watches	NNS	watch
.	SENT	.
From	IN	from
August	NP	August
2020	CD	@card@
through	IN	through
July	NP	July
2021	CD	@card@
,	,	,
INPE	NP	<unknown>
’s	POS	's
Amazon	NP	Amazon
Deforestation	NN	deforestation
Monitoring	NN	monitoring
Project	NP	Project
(	(	(
PRODES	NP	<unknown>
)	)	)
recorded	VBD	record
deforested	VBN	deforest
areas	NNS	area
in	IN	in
the	DT	the
Amazon	NP	Amazon
totaling	VBG	total
13,235	CD	@card@
km²	NN	<unknown>
.	SENT	.
This	DT	this
was	VBD	be
an	DT	an
increase	NN	increase
of	IN	of
21.97	CD	@card@
%	NN	%
in	IN	in
the	DT	the
rate	NN	rate
of	IN	of
forest	NN	forest
destruction	NN	destruction
compared	VBN	compare
to	TO	to
the	DT	the
same	JJ	same
time	NN	time
period	NN	period
in	IN	in
the	DT	the
previous	JJ	previous
year	NN	year
,	,	,
when	WRB	when
10,851	CD	@card@
km²	NN	<unknown>
were	VBD	be
deforested	VBN	deforest
.	SENT	.
The	DT	the
numbers	NNS	number
do	VBP	do
n’t	RB	n't
lie	VB	lie
,	,	,
even	RB	even
if	IN	if
the	DT	the
Bolsonaro	NP	<unknown>
government	NN	government
tries	VBZ	try
to	TO	to
greenwash	VB	<unknown>
over	IN	over
them	PP	them
:	:	:
The	DT	the
area	NN	area
deforested	VBD	deforest
each	DT	each
year	NN	year
in	IN	in
the	DT	the
Amazon	NP	Amazon
increased	VBD	increase
by	IN	by
52.9	CD	@card@
%	NN	%
in	IN	in
the	DT	the
first	JJ	first
three	CD	three
years	NNS	year
of	IN	of
the	DT	the
Bolsonaro	NP	<unknown>
administration	NN	administration
(	(	(
average	JJ	average
of	IN	of
11,405	CD	@card@
km²	NN	<unknown>
between	IN	between
2019	CD	@card@
and	CC	and
2021	LS	@card@
)	)	)
compared	VBN	compare
to	TO	to
the	DT	the
previous	JJ	previous
three-year	JJ	three-year
average	NN	average
(	(	(
average	JJ	average
of	IN	of
7,458	CD	@card@
km²	NN	<unknown>
between	IN	between
2016	CD	@card@
and	CC	and
2018	CD	@card@
)	)	)
.	SENT	.
This	DT	this
destructive	JJ	destructive
trend	NN	trend
is	VBZ	be
n’t	RB	n't
an	DT	an
accident	NN	accident
,	,	,
it	PP	it
’s	VBZ	be
a	DT	a
climate-wrecking	JJ	<unknown>
philosophy	NN	philosophy
that	WDT	that
exploits	VBZ	exploit
the	DT	the
forest	NN	forest
,	,	,
denies	VBZ	deny
the	DT	the
rights	NNS	right
of	IN	of
Indigenous	JJ	indigenous
Peoples	NPS	Peoples
and	CC	and
traditional	JJ	traditional
communities	NNS	community
,	,	,
and	CC	and
has	VBZ	have
dire	JJ	dire
impacts	NNS	impact
for	IN	for
the	DT	the
global	JJ	global
climate	NN	climate
.	SENT	.
One	CD	one
of	IN	of
the	DT	the
ways	NNS	way
in	IN	in
which	WDT	which
the	DT	the
Bolsonaro	NP	<unknown>
government	NN	government
has	VBZ	have
made	VBN	make
it	PP	it
easier	JJR	easy
for	IN	for
illegal	JJ	illegal
land	NN	land
grabbers	NNS	grabber
to	TO	to
break	VB	break
environmental	JJ	environmental
law	NN	law
is	VBZ	be
by	IN	by
taking	VBG	take
money	NN	money
away	RB	away
from	IN	from
agencies	NNS	agency
responsible	JJ	responsible
for	IN	for
enforcement	NN	enforcement
.	SENT	.
In	IN	in
2021	CD	@card@
,	,	,
the	DT	the
Brazilian	JJ	Brazilian
government	NN	government
budget	NN	budget
for	IN	for
the	DT	the
environment	NN	environment
was	VBD	be
the	DT	the
lowest	JJS	low
in	IN	in
21	CD	@card@
years	NNS	year
,	,	,
as	RB	as
shown	VBN	show
in	IN	in
a	DT	a
report	NN	report
by	IN	by
the	DT	the
Brazilian	JJ	Brazilian
Climate	NN	climate
Observatory	NN	observatory
.	SENT	.
The	DT	the
clear	JJ	clear
increase	NN	increase
in	IN	in
deforestation	NN	deforestation
in	IN	in
the	DT	the
Amazon	NP	Amazon
is	VBZ	be
a	DT	a
result	NN	result
of	IN	of
the	DT	the
current	JJ	current
administration	NN	administration
’s	POS	's
anti-environmental	JJ	anti-environmental
agenda	NN	agenda
,	,	,
which	WDT	which
has	VBZ	have
deliberately	RB	deliberately
weakened	VBN	weaken
forest	NN	forest
inspection	NN	inspection
and	CC	and
protection	NN	protection
systems	NNS	system
.	SENT	.
With	IN	with
the	DT	the
PRODES	NP	<unknown>
and	CC	and
DETER	VB	deter
reports	NNS	report
making	VBG	make
it	PP	it
clear	JJ	clear
that	IN	that
deforestation	NN	deforestation
is	VBZ	be
increasing	VBG	increase
and	CC	and
massive	JJ	massive
burning	NN	burning
seasons	NNS	season
are	VBP	be
becoming	VBG	become
an	DT	an
annual	JJ	annual
danger	NN	danger
,	,	,
it	PP	it
is	VBZ	be
easy	JJ	easy
to	TO	to
experience	VB	experience
climate	NN	climate
grief	NN	grief
.	SENT	.
But	CC	but
there	EX	there
are	VBP	be
ways	NNS	way
for	IN	for
us	PP	us
to	TO	to
work	VB	work
together	RB	together
,	,	,
wherever	WRB	wherever
we	PP	we
are	VBP	be
,	,	,
to	TO	to
stand	VB	stand
up	RP	up
for	IN	for
the	DT	the
Amazon	NP	Amazon
and	CC	and
to	TO	to
support	VB	support
the	DT	the
Guardians	NNS	guardian
of	IN	of
the	DT	the
Forest	NN	forest
in	IN	in
their	PP$	their
generational	JJ	generational
struggle	NN	struggle
to	TO	to
protect	VB	protect
their	PP$	their
forest	NN	forest
and	CC	and
their	PP$	their
ways	NNS	way
of	IN	of
life	NN	life
.	SENT	.
Let	VB	let
’s	VBZ	be
take	VB	take
a	DT	a
look	NN	look
at	IN	at
some	DT	some
of	IN	of
the	DT	the
tools	NNS	tool
and	CC	and
strategies	NNS	strategy
that	WDT	that
exist	VBP	exist
to	TO	to
protect	VB	protect
the	DT	the
Amazon	NN	Amazon
:	:	:
With	IN	with
the	DT	the
Brazilian	JJ	Brazilian
presidential	JJ	presidential
election	NN	election
looming	VBG	loom
in	IN	in
October	NP	October
2022	CD	@card@
,	,	,
it	PP	it
’s	VBZ	be
clear	JJ	clear
that	IN	that
this	DT	this
is	VBZ	be
a	DT	a
crucial	JJ	crucial
moment	NN	moment
for	IN	for
the	DT	the
Amazon	NP	Amazon
.	SENT	.
The	DT	the
Bolsonaro	NP	<unknown>
government	NN	government
has	VBZ	have
revealed	VBN	reveal
itself	PP	itself
time	NN	time
and	CC	and
again	RB	again
as	RB	as
destructive	JJ	destructive
,	,	,
greedy	JJ	greedy
,	,	,
and	CC	and
short-sighted	JJ	short-sighted
when	WRB	when
it	PP	it
comes	VBZ	come
to	TO	to
the	DT	the
environment	NN	environment
and	CC	and
the	DT	the
future	NN	future
of	IN	of
Brazil	NP	Brazil
.	SENT	.
Tree	NN	tree
by	IN	by
tree	NN	tree
,	,	,
kilometer	NN	kilometer
by	IN	by
kilometer	NN	kilometer
,	,	,
the	DT	the
Amazon	NP	Amazon
is	VBZ	be
being	VBG	be
weakened	VBN	weaken
by	IN	by
deforestation	NN	deforestation
carried	VBN	carry
out	RP	out
by	IN	by
those	DT	those
who	WP	who
put	VBP	put
short-term	JJ	short-term
profits	NNS	profit
over	IN	over
people	NNS	people
,	,	,
over	IN	over
the	DT	the
planet	NN	planet
,	,	,
and	CC	and
even	RB	even
over	IN	over
our	PP$	our
collective	JJ	collective
future	NN	future
.	SENT	.
From	IN	from
January	NP	January
through	IN	through
July	NP	July
2022	CD	@card@
,	,	,
the	DT	the
highest	JJS	high
rate	NN	rate
of	IN	of
deforestation	NN	deforestation
ever	RB	ever
for	IN	for
the	DT	the
first	JJ	first
months	NNS	month
of	IN	of
the	DT	the
year	NN	year
was	VBD	be
recorded	VBN	record
,	,	,
according	VBG	accord
to	TO	to
data	NNS	datum
from	IN	from
INPE	NP	<unknown>
,	,	,
with	IN	with
an	DT	an
area	NN	area
of	IN	of
forest	NN	forest
five	CD	five
times	NNS	time
the	DT	the
size	NN	size
of	IN	of
New	NP	New
York	NP	York
City	NP	City
deforested	VBD	deforest
in	IN	in
the	DT	the
Amazon	NN	Amazon
during	IN	during
that	DT	that
span	NN	span
.	SENT	.
In	IN	in
order	NN	order
to	TO	to
combat	VB	combat
deforestation	NN	deforestation
and	CC	and
the	DT	the
rapid	JJ	rapid
loss	NN	loss
of	IN	of
biodiversity	NN	biodiversity
caused	VBN	cause
by	IN	by
forest	NN	forest
destruction	NN	destruction
,	,	,
the	DT	the
Brazilian	JJ	Brazilian
government	NN	government
must	MD	must
reverse	VB	reverse
the	DT	the
dismantling	VBG	dismantle
of	IN	of
environmental	JJ	environmental
law	NN	law
enforcement	NN	enforcement
that	WDT	that
has	VBZ	have
occurred	VBN	occur
in	IN	in
recent	JJ	recent
years	NNS	year
.	SENT	.
In	IN	in
addition	NN	addition
to	TO	to
actually	RB	actually
enforcing	VBG	enforce
existing	VBG	exist
environmental	JJ	environmental
protections	NNS	protection
,	,	,
the	DT	the
Brazilian	JJ	Brazilian
government	NN	government
must	MD	must
use	VB	use
