When	WRB	when
conscience	NN	conscience
of	IN	of
executives	NNS	executive
in	IN	in
oil	NN	oil
and	CC	and
gas	NN	gas
companies	NNS	company
,	,	,
declaring	VBG	declare
one	CD	one
trillion	CD	trillion
trees	NNS	tree
will	MD	will
be	VB	be
planted	VBN	plant
and	CC	and
“	``	"
offsetting	VBG	offset
”	''	"
CO	NP	Co
2	CD	@card@
emissions	NNS	emission
from	IN	from
extractive	JJ	extractive
industries	NNS	industry
with	IN	with
artificial	JJ	artificial
forests	NNS	forest
is	VBZ	be
part	NN	part
of	IN	of
the	DT	the
problem	NN	problem
.	SENT	.
Planting	VBG	plant
trees	NNS	tree
with	IN	with
one	CD	one
hand	NN	hand
,	,	,
while	IN	while
the	DT	the
other	JJ	other
one	CD	one
is	VBZ	be
pumping	VBG	pump
oil	NN	oil
out	RP	out
of	IN	of
the	DT	the
ground	NN	ground
is	VBZ	be
like	IN	like
putting	VBG	put
a	DT	a
band-aid	NN	<unknown>
on	IN	on
an	DT	an
arm	NN	arm
that	WDT	that
has	VBZ	have
been	VBN	be
dismembered	VBN	dismember
.	SENT	.
Only	RB	only
a	DT	a
natural	JJ	natural
forest	NN	forest
can	MD	can
be	VB	be
home	NN	home
to	TO	to
rich	JJ	rich
biodiversity	NN	biodiversity
,	,	,
including	VBG	include
rapidly	RB	rapidly
disappearing	VBG	disappear
medicinal	JJ	medicinal
plants	NNS	plant
.	SENT	.
Only	RB	only
a	DT	a
natural	JJ	natural
forest	NN	forest
can	MD	can
be	VB	be
a	DT	a
home	NN	home
to	TO	to
Indigenous	JJ	indigenous
and	CC	and
local	JJ	local
forest	NN	forest
communities	NNS	community
.	SENT	.
The	DT	the
solution	NN	solution
requires	VBZ	require
acknowledging	VBG	acknowledge
their	PP$	their
unique	JJ	unique
role	NN	role
in	IN	in
good	JJ	good
management	NN	management
of	IN	of
forests	NNS	forest
and	CC	and
recognizing	VBG	recognize
their	PP$	their
rights	NNS	right
over	IN	over
their	PP$	their
land	NN	land
.	SENT	.
Give	VB	give
them	PP	them
back	VB	back
the	DT	the
forest	NN	forest
.	SENT	.
Ensure	VB	ensure
their	PP$	their
participation	NN	participation
and	CC	and
inclusion	NN	inclusion
in	IN	in
all	DT	all
policies	NNS	policy
.	SENT	.
Seeing	VBG	see
the	DT	the
scale	NN	scale
of	IN	of
forest	NN	forest
destruction	NN	destruction
in	IN	in
my	PP$	my
land	NN	land
and	CC	and
understanding	VBG	understand
the	DT	the
risks	NNS	risk
for	IN	for
the	DT	the
entire	JJ	entire
planet	NN	planet
,	,	,
celebrating	VBG	celebrate
my	PP$	my
birthday	NN	birthday
has	VBZ	have
become	VBN	become
more	RBR	more
difficult	JJ	difficult
in	IN	in
recent	JJ	recent
years	NNS	year
.	SENT	.
I	PP	I
hope	VBP	hope
that	IN	that
this	DT	this
time	NN	time
around	RB	around
,	,	,
my	PP$	my
cry	NN	cry
as	IN	as
someone	NN	someone
who	WP	who
always	RB	always
loves	VBZ	love
to	TO	to
visit	VB	visit
the	DT	the
forest	NN	forest
–	:	-
along	RB	along
with	IN	with
the	DT	the
cries	NNS	cry
of	IN	of
Indigenous	JJ	indigenous
and	CC	and
local	JJ	local
communities	NNS	community
who	WP	who
must	MD	must
live	VB	live
in	IN	in
the	DT	the
forest	NN	forest
–	:	-
will	MD	will
be	VB	be
heard	VBN	hear
by	IN	by
many	JJ	many
more	JJR	more
of	IN	of
you	PP	you
.	SENT	.
That	DT	that
would	MD	would
be	VB	be
the	DT	the
perfect	JJ	perfect
gift	NN	gift
for	IN	for
my	PP$	my
birthday	NN	birthday
.	SENT	.
It	PP	it
would	MD	would
help	VB	help
bring	VB	bring
a	DT	a
smile	NN	smile
to	TO	to
my	PP$	my
face	NN	face
and	CC	and
to	TO	to
so	RB	so
many	JJ	many
more	JJR	more
.	SENT	.
Go	VB	go
here	RB	here
to	TO	to
read	VB	read
more	JJR	more
from	IN	from
Greenpeace	NP	Greenpeace
about	IN	about
why	WRB	why
plantations	NNS	plantation
are	VBP	be
not	RB	not
forests	NNS	forest
.	SENT	.
And	CC	and
go	VB	go
here	RB	here
,	,	,
to	TO	to
protect	VB	protect
the	DT	the
green	JJ	green
heart	NN	heart
of	IN	of
Africa	NP	Africa
.	SENT	.
Sylvie	NP	Sylvie
Djacbou	NP	<unknown>
Deugoue	NP	<unknown>
is	VBZ	be
a	DT	a
forest	NN	forest
campaigner	NN	campaigner
for	IN	for
Greenpeace	NP	Greenpeace
Africa	NP	Africa
,	,	,
based	VBN	base
in	IN	in
Yaounde	NP	Yaounde
,	,	,
Cameroon	NP	Cameroon
.	SENT	.
My	PP$	my
family	NN	family
lived	VBD	live
in	IN	in
a	DT	a
forest	NN	forest
area	NN	area
in	IN	in
the	DT	the
central	JJ	central
region	NN	region
of	IN	of
Cameroon	NP	Cameroon
.	SENT	.
I	PP	I
have	VBP	have
known	VBN	know
the	DT	the
forest	NN	forest
ever	RB	ever
since	IN	since
I	PP	I
was	VBD	be
a	DT	a
child	NN	child
.	SENT	.
My	PP$	my
birthday	NN	birthday
is	VBZ	be
on	IN	on
the	DT	the
21	CD	@card@
st	NN	st
of	IN	of
March	NP	March
–	:	-
the	DT	the
international	JJ	international
day	NN	day
of	IN	of
forests	NNS	forest
–	:	-
so	RB	so
I	PP	I
feel	VBP	feel
uniquely	RB	uniquely
connected	VBN	connect
to	TO	to
forests	NNS	forest
.	SENT	.
I	PP	I
would	MD	would
go	VB	go
with	IN	with
my	PP$	my
brothers	NNS	brother
,	,	,
sisters	NNS	sister
and	CC	and
our	PP$	our
friends	NNS	friend
into	IN	into
the	DT	the
nearby	JJ	nearby
forest	NN	forest
to	TO	to
collect	VB	collect
seasonal	JJ	seasonal
fruits	NNS	fruit
off	IN	off
the	DT	the
trees	NNS	tree
(	(	(
bush	JJ	bush
mango	NN	mango
,	,	,
oranges	NNS	orange
,	,	,
lemons	NNS	lemon
)	)	)
.	SENT	.
We	PP	we
would	MD	would
collect	VB	collect
traditional	JJ	traditional
medicinal	JJ	medicinal
herbs	NNS	herb
and	CC	and
scrape	VB	scrape
the	DT	the
tree	NN	tree
barks	VBZ	bark
with	IN	with
our	PP$	our
grandma	NN	grandma
to	TO	to
treat	VB	treat
our	PP$	our
stomachaches	NNS	stomachache
,	,	,
especially	RB	especially
after	IN	after
eating	VBG	eat
too	RB	too
much	RB	much
of	IN	of
those	DT	those
fruits	NNS	fruit
.	SENT	.
Playing	VBG	play
and	CC	and
jumping	VBG	jump
in	IN	in
the	DT	the
bushes	NNS	bush
,	,	,
looking	VBG	look
for	IN	for
food	NN	food
and	CC	and
building	NN	building
materials	NNS	material
,	,	,
these	DT	these
were	VBD	be
some	DT	some
of	IN	of
our	PP$	our
favorite	JJ	favorite
moments	NNS	moment
as	IN	as
children	NNS	child
in	IN	in
Cameroon	NP	Cameroon
.	SENT	.
The	DT	the
forest	NN	forest
served	VBD	serve
me	PP	me
with	IN	with
free	JJ	free
therapy	NN	therapy
sessions	NNS	session
.	SENT	.
When	WRB	when
I	PP	I
was	VBD	be
sad	JJ	sad
or	CC	or
needed	VBN	need
to	TO	to
reflect	VB	reflect
,	,	,
I	PP	I
used	VBD	use
to	TO	to
go	VB	go
and	CC	and
rest	VB	rest
under	IN	under
a	DT	a
tree	NN	tree
.	SENT	.
Alone	RB	alone
,	,	,
I	PP	I
could	MD	could
enjoy	VB	enjoy
the	DT	the
shadow	NN	shadow
created	VBN	create
by	IN	by
the	DT	the
branches	NNS	branch
.	SENT	.
Listening	VBG	listen
to	TO	to
the	DT	the
squirrels	NNS	squirrel
’	POS	'
feet	NNS	foot
clambering	VBG	clamber
in	IN	in
the	DT	the
trees	NNS	tree
or	CC	or
the	DT	the
birds	NNS	bird
singing	NN	singing
,	,	,
chirping	VBG	chirp
,	,	,
croaking	VBG	croak
and	CC	and
shrilling	VBG	shrill
,	,	,
it	PP	it
was	VBD	be
a	DT	a
peaceful	JJ	peaceful
treatment	NN	treatment
for	IN	for
my	PP$	my
mind	NN	mind
.	SENT	.
Life	NN	life
seemed	VBD	seem
so	RB	so
simple	JJ	simple
then	RB	then
.	SENT	.
We	PP	we
had	VBD	have
a	DT	a
place	NN	place
where	WRB	where
we	PP	we
found	VBD	find
ourselves	PP	ourselves
connected	VBD	connect
.	SENT	.
The	DT	the
air	NN	air
was	VBD	be
pure	JJ	pure
and	CC	and
fresh	JJ	fresh
and	CC	and
we	PP	we
did	VBD	do
not	RB	not
know	VB	know
many	JJ	many
of	IN	of
the	DT	the
diseases	NNS	disease
we	PP	we
do	VBP	do
now	RB	now
.	SENT	.
The	DT	the
tranquil	JJ	tranquil
environment	NN	environment
in	IN	in
the	DT	the
forest	NN	forest
was	VBD	be
reflected	VBN	reflect
in	IN	in
the	DT	the
unity	NN	unity
of	IN	of
our	PP$	our
communities	NNS	community
.	SENT	.
There	EX	there
were	VBD	be
hardly	RB	hardly
any	DT	any
conflicts	NNS	conflict
over	IN	over
land	NN	land
,	,	,
and	CC	and
when	WRB	when
they	PP	they
occurred	VBD	occur
they	PP	they
were	VBD	be
solved	VBN	solve
peacefully	RB	peacefully
around	IN	around
a	DT	a
fresh	JJ	fresh
cup	NN	cup
of	IN	of
palm	NN	palm
wine	NN	wine
.	SENT	.
But	CC	but
now	RB	now
I	PP	I
’ve	VBP	have
witnessed	VBN	witness
the	DT	the
consequences	NNS	consequence
of	IN	of
forest	NN	forest
destruction	NN	destruction
for	IN	for
industrial	JJ	industrial
agricultural	JJ	agricultural
plantations	NNS	plantation
growing	VBG	grow
crops	NNS	crop
,	,	,
rubber	NN	rubber
or	CC	or
palm	NN	palm
oil	NN	oil
or	CC	or
monoculture	NN	monoculture
tree	NN	tree
plantations	NNS	plantation
.	SENT	.
Seasons	NNS	season
rapidly	RB	rapidly
began	VBD	begin
changing	VBG	change
from	IN	from
cold	NN	cold
to	TO	to
very	RB	very
hot	JJ	hot
.	SENT	.
Children	NNS	child
were	VBD	be
killed	VBN	kill
by	IN	by
speeding	VBG	speed
trucks	NNS	truck
carrying	VBG	carry
timber	NN	timber
.	SENT	.
Natural	JJ	natural
treasures	NNS	treasure
were	VBD	be
being	VBG	be
plundered	VBN	plunder
as	IN	as
resources	NNS	resource
for	IN	for
the	DT	the
selfish	JJ	selfish
interests	NNS	interest
of	IN	of
a	DT	a
small	JJ	small
group	NN	group
of	IN	of
people	NNS	people
.	SENT	.
The	DT	the
humid	JJ	humid
rainforest	NN	rainforest
has	VBZ	have
gone	VBN	go
dry	JJ	dry
in	IN	in
many	JJ	many
areas	NNS	area
after	IN	after
intense	JJ	intense
logging	NN	logging
,	,	,
and	CC	and
the	DT	the
rich	JJ	rich
life	NN	life
that	WDT	that
had	VBD	have
been	VBN	be
there	RB	there
has	VBZ	have
now	RB	now
turned	VBN	turn
into	IN	into
a	DT	a
story	NN	story
of	IN	of
displaced	VBN	displace
communities	NNS	community
and	CC	and
fleeing	VBG	flee
wildlife	NN	wildlife
.	SENT	.
When	WRB	when
I	PP	I
walked	VBD	walk
in	IN	in
the	DT	the
forest	NN	forest
today	NN	today
,	,	,
as	IN	as
I	PP	I
try	VBP	try
to	TO	to
do	VB	do
on	IN	on
every	DT	every
one	CD	one
of	IN	of
my	PP$	my
birthdays	NNS	birthday
,	,	,
I	PP	I
recalled	VBD	recall
how	WRB	how
it	PP	it
was	VBD	be
during	IN	during
my	PP$	my
childhood	NN	childhood
.	SENT	.
I	PP	I
thought	VBD	think
,	,	,
why	WRB	why
are	VBP	be
they	PP	they
cutting	VBG	cut
down	RP	down
so	RB	so
much	RB	much
of	IN	of
the	DT	the
forest	NN	forest
and	CC	and
what	WP	what
is	VBZ	be
the	DT	the
benefit	NN	benefit
of	IN	of
it	PP	it
for	IN	for
the	DT	the
people	NNS	people
living	VBG	live
here	RB	here
?	SENT	?
This	DT	this
is	VBZ	be
not	RB	not
unique	JJ	unique
to	TO	to
my	PP$	my
country	NN	country
.	SENT	.
Everywhere	RB	everywhere
around	IN	around
the	DT	the
world	NN	world
the	DT	the
promise	NN	promise
of	IN	of
“	``	"
development	NN	development
”	''	"
through	IN	through
logging	NN	logging
has	VBZ	have
never	RB	never
served	VBN	serve
the	DT	the
people	NNS	people
who	WP	who
live	VBP	live
there	RB	there
.	SENT	.
Only	RB	only
a	DT	a
handful	NN	handful
of	IN	of
foreign	JJ	foreign
companies	NNS	company
and	CC	and
well-connected	JJ	well-connected
insiders	NNS	insider
are	VBP	be
getting	VBG	get
wealthier	JJR	wealthy
.	SENT	.
Are	VBP	be
they	PP	they
aware	JJ	aware
of	IN	of
the	DT	the
climate	NN	climate
crisis	NN	crisis
?	SENT	?
Did	VBD	do
the	DT	the
loggers	NNS	logger
ever	RB	ever
go	VBP	go
through	IN	through
experiences	NNS	experience
in	IN	in
the	DT	the
forest	NN	forest
that	WDT	that
were	VBD	be
similar	JJ	similar
to	TO	to
mine	NN	mine
?	SENT	?
What	WP	what
can	MD	can
we	PP	we
learn	VB	learn
from	IN	from
Indigenous	JJ	indigenous
and	CC	and
local	JJ	local
communities	NNS	community
,	,	,
who	WP	who
have	VBP	have
been	VBN	be
the	DT	the
natural	JJ	natural
guardians	NNS	guardian
of	IN	of
the	DT	the
forest	NN	forest
for	IN	for
so	RB	so
many	JJ	many
years	NNS	year
?	SENT	?
What	WP	what
richness	NN	richness
of	IN	of
knowledge	NN	knowledge
is	VBZ	be
at	IN	at
risk	NN	risk
of	IN	of
being	VBG	be
lost	VBN	lose
,	,	,
as	IN	as
I	PP	I
’ve	VBP	have
seen	VBN	see
them	PP	them
cast	VBD	cast
out	RP	out
of	IN	of
their	PP$	their
homes	NNS	home
?	SENT	?
And	CC	and
what	WP	what
role	NN	role
do	VBP	do
they	PP	they
ever	RB	ever
get	VBP	get
in	IN	in
the	DT	the
debate	NN	debate
around	IN	around
the	DT	the
climate	NN	climate
and	CC	and
biodiversity	NN	biodiversity
crises	NNS	crisis
?	SENT	?
