There	EX	there
yet	RB	yet
more	RBR	more
throwaway	JJ	throwaway
plastic	NN	plastic
.	SENT	.
That	DT	that
Coca-Cola	NP	Coca-Cola
’s	POS	's
plastics	NNS	plastic
problem	NN	problem
is	VBZ	be
beyond	IN	beyond
being	VBG	be
a	DT	a
litter	NN	litter
and	CC	and
ocean	NN	ocean
problem	NN	problem
.	SENT	.
Plastic	JJ	plastic
pollution	NN	pollution
is	VBZ	be
also	RB	also
a	DT	a
climate	NN	climate
,	,	,
health	NN	health
and	CC	and
social	JJ	social
justice	NN	justice
issue	NN	issue
.	SENT	.
Few	JJ	few
knew	VBD	know
of	IN	of
the	DT	the
real	JJ	real
consequences	NNS	consequence
of	IN	of
the	DT	the
world	NN	world
Coca-Cola	NP	Coca-Cola
was	VBD	be
setting	VBG	set
out	RP	out
to	TO	to
build	VB	build
on	IN	on
that	DT	that
hilltop	NN	hilltop
.	SENT	.
The	DT	the
reality	NN	reality
is	VBZ	be
,	,	,
Coca-Cola	NP	Coca-Cola
has	VBZ	have
a	DT	a
major	JJ	major
plastics	NNS	plastic
problem	NN	problem
and	CC	and
it	PP	it
’s	VBZ	be
threatening	VBG	threaten
our	PP$	our
personal	JJ	personal
and	CC	and
planetary	JJ	planetary
health	NN	health
.	SENT	.
In	IN	in
December	NP	December
2020	CD	@card@
,	,	,
following	VBG	follow
global	JJ	global
clean	JJ	clean
ups	NNS	up
and	CC	and
brand	NN	brand
audits	NN	audits
,	,	,
Coca-Cola	NP	Coca-Cola
was	VBD	be
named	VBN	name
the	DT	the
world	NN	world
’s	POS	's
worst	JJS	bad
plastic	NN	plastic
polluter	NN	polluter
for	IN	for
the	DT	the
third	JJ	third
year	NN	year
in	IN	in
a	DT	a
row	NN	row
.	SENT	.
That	DT	that
means	VBZ	mean
that	IN	that
no	DT	no
matter	NN	matter
what	WP	what
beach	VBP	beach
you	PP	you
stand	VBP	stand
on	RP	on
,	,	,
or	CC	or
which	WDT	which
city	NN	city
block	NN	block
you	PP	you
stroll	VBP	stroll
,	,	,
you	PP	you
are	VBP	be
most	RBS	most
likely	JJ	likely
to	TO	to
find	VB	find
Coke-branded	JJ	<unknown>
plastic	NN	plastic
posing	VBG	pose
a	DT	a
threat	NN	threat
to	TO	to
both	DT	both
our	PP$	our
waterways	NNS	waterway
and	CC	and
communities	NNS	community
.	SENT	.
For	IN	for
decades	NNS	decade
,	,	,
Coca-Cola	NP	Coca-Cola
and	CC	and
other	JJ	other
consumer	NN	consumer
goods	NNS	good
companies	NNS	company
have	VBP	have
relied	VBN	rely
on	IN	on
the	DT	the
myth	NN	myth
of	IN	of
recycling	VBG	recycle
to	TO	to
avoid	VB	avoid
responsibility	NN	responsibility
for	IN	for
this	DT	this
pollution	NN	pollution
.	SENT	.
They	PP	they
have	VBP	have
played	VBN	play
up	RP	up
recycled	JJ	recycled
content	NN	content
as	IN	as
a	DT	a
way	NN	way
to	TO	to
continue	VB	continue
using	VBG	use
harmful	JJ	harmful
single-use	NN	<unknown>
plastics	NNS	plastic
,	,	,
and	CC	and
put	VBD	put
the	DT	the
onus	NN	onus
on	IN	on
all	DT	all
of	IN	of
us	PP	us
to	TO	to
clean	VB	clean
up	RP	up
their	PP$	their
trash	NN	trash
,	,	,
while	IN	while
refusing	VBG	refuse
to	TO	to
recognize	VB	recognize
that	IN	that
their	PP$	their
plastic	JJ	plastic
problem	NN	problem
is	VBZ	be
beyond	RB	beyond
being	VBG	be
solved	VBN	solve
by	IN	by
recycling	NN	recycling
or	CC	or
clean	VB	clean
up	RP	up
initiatives	NNS	initiative
.	SENT	.
Its	PP$	its
plastic	JJ	plastic
addiction	NN	addiction
is	VBZ	be
also	RB	also
feeding	VBG	feed
climate	NN	climate
change	NN	change
.	SENT	.
As	IN	as
the	DT	the
fossil	JJ	fossil
fuel	NN	fuel
industry	NN	industry
’s	POS	's
profitability	NN	profitability
continues	VBZ	continue
to	TO	to
be	VB	be
undermined	VBN	undermine
by	IN	by
worldwide	JJ	worldwide
action	NN	action
against	IN	against
greenhouse	NN	greenhouse
gas	NN	gas
emissions	NNS	emission
,	,	,
it	PP	it
has	VBZ	have
begun	VBN	begin
to	TO	to
see	VB	see
its	PP$	its
salvation	NN	salvation
in	IN	in
a	DT	a
plastics	NNS	plastic
boom	NN	boom
–	:	-
and	CC	and
a	DT	a
long-term	JJ	long-term
partner	NN	partner
in	IN	in
consumer	NN	consumer
goods	NNS	good
companies	NNS	company
like	IN	like
Coca-Cola	NP	Coca-Cola
.	SENT	.
According	VBG	accord
to	TO	to
scientists	NNS	scientist
,	,	,
packaging	VBG	package
already	RB	already
accounts	NNS	account
for	IN	for
40	CD	@card@
percent	NN	percent
of	IN	of
total	JJ	total
plastic	JJ	plastic
demand	NN	demand
,	,	,
and	CC	and
the	DT	the
industry	NN	industry
would	MD	would
like	VB	like
nothing	NN	nothing
more	JJR	more
than	IN	than
to	TO	to
increase	VB	increase
that	DT	that
dependence	NN	dependence
.	SENT	.
If	IN	if
the	DT	the
fossil	JJ	fossil
fuel	NN	fuel
industry	NN	industry
continues	VBZ	continue
to	TO	to
develop	VB	develop
new	JJ	new
extraction	NN	extraction
and	CC	and
processing	NN	processing
capacity	NN	capacity
to	TO	to
meet	VB	meet
the	DT	the
predicted	VBN	predict
plastics	NNS	plastic
demand	NN	demand
growth	NN	growth
,	,	,
society	NN	society
could	MD	could
become	VB	become
locked	VBN	lock
into	IN	into
high	JJ	high
emissions	NNS	emission
,	,	,
and	CC	and
the	DT	the
necessary	JJ	necessary
1.5	CD	@card@
°C	NN	°C
capstone	NN	capstone
goal	NN	goal
to	TO	to
avoid	VB	avoid
the	DT	the
worst	JJS	bad
impacts	NNS	impact
of	IN	of
climate	NN	climate
change	NN	change
will	MD	will
become	VB	become
impossible	JJ	impossible
to	TO	to
meet	VB	meet
.	SENT	.
So	RB	so
how	WRB	how
does	VBZ	do
Coca-Cola	NP	Coca-Cola
get	VB	get
to	TO	to
that	DT	that
sunny	JJ	sunny
hilltop	NN	hilltop
?	SENT	?
If	IN	if
Coca-Cola	NP	Coca-Cola
wants	VBZ	want
to	TO	to
show	VB	show
it	PP	it
cares	VBZ	care
about	IN	about
people	NNS	people
,	,	,
climate	NN	climate
change	NN	change
and	CC	and
plastic	NN	plastic
pollution	NN	pollution
,	,	,
it	PP	it
will	MD	will
immediately	RB	immediately
end	VB	end
its	PP$	its
toxic	JJ	toxic
relationship	NN	relationship
with	IN	with
the	DT	the
fossil	JJ	fossil
fuel	NN	fuel
industry	NN	industry
and	CC	and
reliance	NN	reliance
on	IN	on
single-use	NN	<unknown>
plastics	NNS	plastic
.	SENT	.
