Something	NN	something
pollution	NN	pollution
gathered	VBN	gather
from	IN	from
streets	NNS	street
,	,	,
rivers	NNS	river
,	,	,
and	CC	and
beaches	NNS	beach
across	IN	across
the	DT	the
country	NN	country
.	SENT	.
Also	RB	also
on	IN	on
April	NP	April
16	CD	@card@
,	,	,
2019	CD	@card@
,	,	,
Greenpeace	NP	Greenpeace
Canada	NP	Canada
activists	NNS	activist
delivered	VBD	deliver
a	DT	a
plastic	JJ	plastic
monster	NN	monster
covered	VBN	cover
in	IN	in
Nestlé	NP	<unknown>
branded	VBD	brand
plastic	JJ	plastic
packaging	NN	packaging
to	TO	to
a	DT	a
Nestlé	NP	<unknown>
factory	NN	factory
in	IN	in
Toronto	NP	Toronto
.	SENT	.
The	DT	the
same	JJ	same
day	NN	day
,	,	,
Greenpeace	NP	Greenpeace
activists	NNS	activist
visited	VBD	visit
Nestlé	JJ	<unknown>
headquarters	NN	headquarters
in	IN	in
Warsaw	NP	Warsaw
,	,	,
Poland	NP	Poland
,	,	,
to	TO	to
deliver	VB	deliver
350	CD	@card@
kg	NN	kg
of	IN	of
plastic	JJ	plastic
waste—the	NN	<unknown>
amount	NN	amount
of	IN	of
plastic	JJ	plastic
Nestlé	NP	<unknown>
produces	VBZ	produce
in	IN	in
just	RB	just
5	CD	@card@
seconds	NNS	second
.	SENT	.
The	DT	the
banner	NN	banner
reads	VBZ	read
“	``	"
Is	VBZ	be
this	DT	this
yours	PP	yours
,	,	,
Nestlé	NP	<unknown>
?	SENT	?
”	''	"
and	CC	and
“	``	"
We	PP	we
’re	VBP	be
fed	VBN	feed
up	RP	up
with	IN	with
your	PP$	your
plastic	NN	plastic
”	''	"
.	SENT	.
But	CC	but
the	DT	the
plastic	JJ	plastic
monsters	NNS	monster
were	VBD	be
n’t	RB	n't
done	VBN	do
yet	RB	yet
!	SENT	!
On	IN	on
April	NP	April
22	CD	@card@
,	,	,
2019	CD	@card@
,	,	,
two	CD	two
more	JJR	more
plastic	NN	plastic
monsters	NNS	monster
found	VBD	find
their	PP$	their
way	NN	way
home	NN	home
to	TO	to
Nestlé	JJ	<unknown>
offices	NNS	office
in	IN	in
Malaysia	NP	Malaysia
and	CC	and
Mexico	NP	Mexico
.	SENT	.
So	RB	so
where	WRB	where
did	VBD	do
the	DT	the
plastic	JJ	plastic
monsters	NNS	monster
originate	VBP	originate
?	SENT	?
Nestlé	NP	<unknown>
.	SENT	.
Greenpeace	NP	Greenpeace
activists	NNS	activist
showed	VBD	show
up	RP	up
at	IN	at
the	DT	the
Nestlé	NP	<unknown>
office	NN	office
in	IN	in
Malaysia	NP	Malaysia
on	IN	on
Earth	NP	Earth
Day	NP	Day
to	TO	to
tell	VB	tell
the	DT	the
company	NN	company
to	TO	to
stop	VB	stop
single-use	NN	<unknown>
plastic	NN	plastic
.	SENT	.
Also	RB	also
on	IN	on
April	NP	April
22	CD	@card@
,	,	,
2019	CD	@card@
,	,	,
Greenpeace	NP	Greenpeace
activists	NNS	activist
arrived	VBD	arrive
at	IN	at
Nestle	NP	Nestle
’s	POS	's
corporate	JJ	corporate
headquarters	NN	headquarters
in	IN	in
Mexico	NP	Mexico
City	NP	City
with	IN	with
a	DT	a
monstrous	JJ	monstrous
bird	NN	bird
that	WDT	that
feeds	VBZ	feed
its	PP$	its
young	JJ	young
with	IN	with
plastic	JJ	plastic
waste	NN	waste
.	SENT	.
Amazing	JJ	amazing
,	,	,
right	RB	right
?	SENT	?
These	DT	these
plastic	JJ	plastic
monsters	NNS	monster
may	MD	may
not	RB	not
be	VB	be
real	JJ	real
,	,	,
but	CC	but
they	PP	they
represent	VBP	represent
a	DT	a
very	RB	very
serious	JJ	serious
crisis	NN	crisis
:	:	:
the	DT	the
plastic	JJ	plastic
monster	NN	monster
is	VBZ	be
a	DT	a
reality	NN	reality
in	IN	in
many	JJ	many
communities	NNS	community
,	,	,
especially	RB	especially
in	IN	in
Southeast	NP	Southeast
Asia	NP	Asia
,	,	,
which	WDT	which
are	VBP	be
being	VBG	be
overwhelmed	VBN	overwhelm
by	IN	by
the	DT	the
world	NN	world
’s	POS	's
plastic	JJ	plastic
waste	NN	waste
.	SENT	.
You	PP	you
can	MD	can
help	VB	help
:	:	:
Tell	VB	tell
Nestlé	NP	<unknown>
to	TO	to
stop	VB	stop
polluting	VBG	pollute
our	PP$	our
planet	NN	planet
with	IN	with
single-use	NN	<unknown>
plastics	NNS	plastic
,	,	,
and	CC	and
share	VB	share
our	PP$	our
video	NN	video
.	SENT	.
You	PP	you
can	MD	can
even	RB	even
make	VB	make
your	PP$	your
own	JJ	own
plastic	JJ	plastic
monster	NN	monster
to	TO	to
let	VB	let
Nestl	NP	<unknown>
é	NP	<unknown>
and	CC	and
other	JJ	other
big	JJ	big
companies	NNS	company
know	VBP	know
it	PP	it
’s	VBZ	be
time	NN	time
to	TO	to
#BreakFreeFromPlastic	JJ	<unknown>
!	SENT	!
Jen	NP	Jen
Fela	NP	Fela
is	VBZ	be
the	DT	the
Global	JJ	global
Engagement	NN	engagement
Lead	JJ	Lead
for	IN	for
the	DT	the
Plastic-Free	JJ	<unknown>
Future	JJ	future
campaign	NN	campaign
at	IN	at
Greenpeace	NP	Greenpeace
.	SENT	.
Nestl	NP	<unknown>
é	NP	<unknown>
and	CC	and
other	JJ	other
multinational	JJ	multinational
corporations	NNS	corporation
produce	VBP	produce
massive	JJ	massive
amounts	NNS	amount
of	IN	of
single-use	NN	<unknown>
plastic	NN	plastic
packaging	NN	packaging
.	SENT	.
As	IN	as
we	PP	we
all	RB	all
know	VBP	know
,	,	,
plastic	NN	plastic
is	VBZ	be
devastating	JJ	devastating
communities	NNS	community
,	,	,
polluting	VBG	pollute
natural	JJ	natural
environments	NNS	environment
,	,	,
and	CC	and
threatening	VBG	threaten
marine	JJ	marine
creatures	NNS	creature
around	IN	around
the	DT	the
world	NN	world
.	SENT	.
Last	JJ	last
year	NN	year
,	,	,
Nestlé	NP	<unknown>
used	VBD	use
1.7	CD	@card@
million	CD	million
tonnes	NNS	tonne
of	IN	of
plastic	JJ	plastic
packaging	NN	packaging
.	SENT	.
And	CC	and
while	IN	while
their	PP$	their
latest	JJS	late
move	NN	move
is	VBZ	be
to	TO	to
try	VB	try
to	TO	to
argue	VB	argue
the	DT	the
exact	JJ	exact
numbers	NNS	number
,	,	,
the	DT	the
simple	JJ	simple
fact	NN	fact
remains	VBZ	remain
that	IN	that
Nestlé	NP	<unknown>
produced	VBD	produce
more	RBR	more
plastic	JJ	plastic
last	JJ	last
year	NN	year
than	IN	than
the	DT	the
year	NN	year
before	RB	before
.	SENT	.
This	DT	this
has	VBZ	have
got	VBN	get
to	TO	to
stop	VB	stop
.	SENT	.
At	IN	at
a	DT	a
time	NN	time
when	WRB	when
companies	NNS	company
need	VBP	need
to	TO	to
be	VB	be
focused	VBN	focus
on	IN	on
urgently	RB	urgently
reducing	VBG	reduce
their	PP$	their
overall	JJ	overall
plastic	NN	plastic
production	NN	production
,	,	,
Nestl	NP	<unknown>
é	NP	<unknown>
continues	VBZ	continue
to	TO	to
increase	VB	increase
it	PP	it
,	,	,
distracting	VBG	distract
concerned	JJ	concerned
customers	NNS	customer
and	CC	and
the	DT	the
media	NNS	medium
with	IN	with
more	JJR	more
talk	NN	talk
of	IN	of
recycling	NN	recycling
and	CC	and
small	JJ	small
reuse	NN	reuse
initiatives	NNS	initiative
that	WDT	that
are	VBP	be
nowhere	RB	nowhere
near	IN	near
the	DT	the
scale	NN	scale
needed	VBD	need
to	TO	to
actually	RB	actually
make	VB	make
a	DT	a
dent	NN	dent
in	IN	in
the	DT	the
obscene	JJ	obscene
amount	NN	amount
of	IN	of
plastic	NN	plastic
they	PP	they
are	VBP	be
pumping	VBG	pump
out	RP	out
into	IN	into
the	DT	the
world	NN	world
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
Nestlé	NP	<unknown>
was	VBD	be
named	VBN	name
one	CD	one
of	IN	of
the	DT	the
worst	JJS	bad
plastic	JJ	plastic
polluters	NNS	polluter
after	IN	after
cleanups	NNS	cleanup
and	CC	and
brand	NN	brand
audits	NNS	audit
of	IN	of
plastic	JJ	plastic
waste	NN	waste
around	IN	around
the	DT	the
world	NN	world
in	IN	in
2018	CD	@card@
.	SENT	.
So	IN	so
the	DT	the
plastic	JJ	plastic
monsters	NNS	monster
woke	VBD	wake
up	RP	up
and	CC	and
decided	VBD	decide
to	TO	to
return	VB	return
home	NN	home
to	TO	to
Nestl	NP	<unknown>
é	NP	<unknown>
.	SENT	.
Check	NN	check
out	IN	out
the	DT	the
journey	NN	journey
below	RB	below
:	:	:
A	DT	a
huge	JJ	huge
plastic	NN	plastic
monster	NN	monster
,	,	,
20	CD	@card@
meters	NNS	meter
long	RB	long
and	CC	and
covered	VBN	cover
in	IN	in
Nestlé	NP	<unknown>
’s	POS	's
plastic	JJ	plastic
waste	NN	waste
,	,	,
appeared	VBD	appear
in	IN	in
the	DT	the
Netherlands	NPS	Netherlands
in	IN	in
late	JJ	late
March	NP	March
.	SENT	.
From	IN	from
there	EX	there
it	PP	it
journeyed	VBD	journey
by	IN	by
boat	NN	boat
toward	IN	toward
Switzerland	NP	Switzerland
,	,	,
stopping	VBG	stop
by	IN	by
a	DT	a
few	JJ	few
cities	NNS	city
in	IN	in
Europe	NP	Europe
as	IN	as
it	PP	it
traveled	VBD	travel
up	RP	up
the	DT	the
Rhine	NP	Rhine
through	IN	through
Germany	NP	Germany
and	CC	and
France	NP	France
.	SENT	.
The	DT	the
plastic	JJ	plastic
monster	NN	monster
thrilled	VBD	thrill
crowds	NNS	crowd
in	IN	in
Cologne	NP	Cologne
,	,	,
Germany	NP	Germany
,	,	,
on	IN	on
March	NP	March
30	CD	@card@
,	,	,
2019	CD	@card@
.	SENT	.
On	IN	on
April	NP	April
10	CD	@card@
,	,	,
2019	CD	@card@
,	,	,
activists	NNS	activist
from	IN	from
the	DT	the
Break	NN	break
Free	NP	Free
From	IN	from
Plastic	NP	Plastic
movement	NN	movement
delivered	VBD	deliver
a	DT	a
plastic	JJ	plastic
monster	NN	monster
serpent	NN	serpent
along	IN	along
with	IN	with
an	DT	an
“	``	"
invoice	NN	invoice
from	IN	from
the	DT	the
Filipino	JJ	Filipino
people	NNS	people
”	''	"
to	TO	to
Nestlé	JJ	<unknown>
headquarters	NNS	headquarters
in	IN	in
the	DT	the
Philippines	NPS	Philippine
.	SENT	.
The	DT	the
invoice	NN	invoice
outlined	VBD	outline
the	DT	the
costs	NNS	cost
of	IN	of
Nestlé	NP	<unknown>
’s	POS	's
single-use	NN	<unknown>
plastic	NN	plastic
packaging	NN	packaging
from	IN	from
impacts	NNS	impact
to	TO	to
human	JJ	human
health	NN	health
,	,	,
environmental	JJ	environmental
pollution	NN	pollution
,	,	,
death	NN	death
of	IN	of
wildlife	NN	wildlife
,	,	,
damage	NN	damage
to	TO	to
livelihoods	NNS	livelihood
and	CC	and
businesses	NNS	business
,	,	,
greenhouse	NN	greenhouse
gas	NN	gas
emissions	NNS	emission
,	,	,
and	CC	and
waste	NN	waste
management	NN	management
challenges	NNS	challenge
.	SENT	.
https://www.facebook.com/greenpeace.international/videos/304093957181337/	NN	<unknown>
