When	WRB	when
today	NN	today
.	SENT	.
But	CC	but
as	IN	as
we	PP	we
move	VBP	move
toward	IN	toward
more	JJR	more
sustainable	JJ	sustainable
transport	NN	transport
,	,	,
this	DT	this
needs	VBZ	need
to	TO	to
change	VB	change
.	SENT	.
Fewer	JJR	few
cars	NNS	car
will	MD	will
benefit	VB	benefit
general	JJ	general
human	JJ	human
well-being	NN	well-being
and	CC	and
air	NN	air
quality	NN	quality
massively	RB	massively
.	SENT	.
And	CC	and
it	PP	it
will	MD	will
also	RB	also
free	VB	free
up	RP	up
space	NN	space
.	SENT	.
Loads	NNS	load
of	IN	of
it	PP	it
.	SENT	.
Parking	NN	parking
takes	VBZ	take
up	RP	up
200	CD	@card@
square	JJ	square
miles	NNS	mile
(	(	(
517km	NN	<unknown>
²	NN	<unknown>
)	)	)
of	IN	of
Los	NP	Los
Angeles	NP	Angeles
.	SENT	.
That	DT	that
’s	VBZ	be
enough	JJ	enough
to	TO	to
fit	VB	fit
in	IN	in
a	DT	a
city	NN	city
the	DT	the
size	NN	size
of	IN	of
Singapore	NP	Singapore
.	SENT	.
Imagine	VB	imagine
what	WP	what
we	PP	we
could	MD	could
do	VB	do
without	IN	without
car	NN	car
parks	NNS	park
;	:	;
we	PP	we
could	MD	could
build	VB	build
more	RBR	more
green	JJ	green
space	NN	space
,	,	,
more	JJR	more
shops	NNS	shop
,	,	,
more	JJR	more
restaurants	NNS	restaurant
.	SENT	.
The	DT	the
choices	NNS	choice
are	VBP	be
endless	JJ	endless
.	SENT	.
But	CC	but
cars	NNS	car
will	MD	will
not	RB	not
disappear	VB	disappear
.	SENT	.
We	PP	we
will	MD	will
need	VB	need
them	PP	them
for	IN	for
some	DT	some
journeys	NNS	journey
–	:	-
particularly	RB	particularly
those	DT	those
of	IN	of
us	PP	us
with	IN	with
additional	JJ	additional
needs	NNS	need
.	SENT	.
For	IN	for
these	DT	these
,	,	,
will	MD	will
need	VB	need
car	NN	car
clubs	NNS	club
;	:	;
cars	NNS	car
that	IN	that
we	PP	we
rent	VB	rent
per	IN	per
minute	NN	minute
,	,	,
and	CC	and
share	NN	share
with	IN	with
everyone	NN	everyone
.	SENT	.
These	DT	these
cars	NNS	car
will	MD	will
be	VB	be
electric	JJ	electric
,	,	,
and	CC	and
small	JJ	small
,	,	,
to	TO	to
make	VB	make
sure	JJ	sure
they	PP	they
sip	VBP	sip
energy	NN	energy
rather	RB	rather
than	IN	than
guzzle	VB	guzzle
it	PP	it
.	SENT	.
And	CC	and
they	PP	they
can	MD	can
be	VB	be
self-driven	JJ	self-driven
if	IN	if
you	PP	you
want	VBP	want
,	,	,
sure	RB	sure
.	SENT	.
Around	IN	around
the	DT	the
world	NN	world
,	,	,
cities	NNS	city
are	VBP	be
pioneering	VBG	pioneer
new	JJ	new
approaches	NNS	approach
to	TO	to
encourage	VB	encourage
us	PP	us
to	TO	to
travel	VB	travel
less	RBR	less
.	SENT	.
When	WRB	when
Paris	NP	Paris
closed	VBD	close
a	DT	a
motorway	NN	motorway
,	,	,
half	PDT	half
the	DT	the
traffic	NN	traffic
just	RB	just
disappeared	VBD	disappear
.	SENT	.
This	DT	this
phenomenon	NN	phenomenon
has	VBZ	have
been	VBN	be
repeated	VBN	repeat
around	IN	around
the	DT	the
world	NN	world
.	SENT	.
When	WRB	when
presented	VBN	present
with	IN	with
an	DT	an
opportunity	NN	opportunity
,	,	,
we	PP	we
’re	VBP	be
actually	RB	actually
quite	RB	quite
happy	JJ	happy
to	TO	to
adjust	VB	adjust
our	PP$	our
lives	NNS	life
.	SENT	.
Re-configuring	VBG	Re-configure
our	PP$	our
cities	NNS	city
away	RB	away
from	IN	from
car-use	NN	<unknown>
benefits	NNS	benefit
everyone	NN	everyone
.	SENT	.
And	CC	and
in	IN	in
the	DT	the
face	NN	face
of	IN	of
a	DT	a
climate	NN	climate
emergency	NN	emergency
,	,	,
we	PP	we
ca	MD	ca
n’t	RB	n't
delay	VB	delay
.	SENT	.
We	PP	we
need	VBP	need
to	TO	to
give	VB	give
people	NNS	people
options	NNS	option
to	TO	to
move	VB	move
away	RB	away
from	IN	from
cars	NNS	car
.	SENT	.
And	CC	and
we	PP	we
need	VBP	need
to	TO	to
stop	VB	stop
car	NN	car
manufacturers	NNS	manufacturer
producing	VBG	produce
the	DT	the
petrol	NN	petrol
and	CC	and
diesel	JJ	diesel
engines	NNS	engine
that	WDT	that
are	VBP	be
cooking	VBG	cook
the	DT	the
climate	NN	climate
and	CC	and
polluting	VBG	pollute
our	PP$	our
cities	NNS	city
.	SENT	.
Clean	NP	Clean
,	,	,
reliable	JJ	reliable
and	CC	and
shared	VBN	share
.	SENT	.
That	DT	that
’s	VBZ	be
the	DT	the
future	NN	future
of	IN	of
transport	NN	transport
.	SENT	.
Let	VB	let
’s	VBZ	be
make	VB	make
it	PP	it
happen	VB	happen
.	SENT	.
On	IN	on
September	NP	September
14th	JJ	14th
,	,	,
25,000	CD	@card@
demonstrators	NNS	demonstrator
—	:	-
18,000	CD	@card@
of	IN	of
whom	WP	whom
were	VBD	be
cyclists	NNS	cyclist
—	:	-
interrupted	VBN	interrupt
the	DT	the
first	JJ	first
open	JJ	open
day	NN	day
of	IN	of
the	DT	the
International	NP	International
Motor	NP	Motor
Show	NP	Show
in	IN	in
Frankfurt	NP	Frankfurt
(	(	(
IAA	NP	IAA
)	)	)
,	,	,
leading	VBG	lead
to	TO	to
one	CD	one
of	IN	of
the	DT	the
largest	JJS	large
mass	NN	mass
mobilisations	NNS	mobilisation
around	IN	around
the	DT	the
motor	NN	motor
show	NN	show
in	IN	in
its	PP$	its
120+	CD	@card@
year	NN	year
history	NN	history
.	SENT	.
Activists	NNS	activist
came	VBD	come
to	TO	to
Frankfurt	NP	Frankfurt
to	TO	to
demand	VB	demand
that	IN	that
the	DT	the
car	NN	car
industry	NN	industry
stop	NN	stop
driving	VBG	drive
climate	NN	climate
change	NN	change
and	CC	and
illustrate	VB	illustrate
what	WP	what
a	DT	a
climate-friendly	JJ	climate-friendly
future	NN	future
of	IN	of
transport	NN	transport
looks	NNS	look
like	VBP	like
.	SENT	.
You	PP	you
can	MD	can
help	VB	help
by	IN	by
signing	VBG	sign
the	DT	the
open	JJ	open
letter	NN	letter
,	,	,
calling	VBG	call
on	IN	on
car	NN	car
manufacturers	NNS	manufacturer
and	CC	and
other	JJ	other
enablers	NNS	<unknown>
of	IN	of
the	DT	the
climate	NN	climate
crisis	NN	crisis
to	TO	to
act	VB	act
accordingly	RB	accordingly
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
want	VBP	want
to	TO	to
read	VB	read
more	JJR	more
about	IN	about
the	DT	the
future	NN	future
of	IN	of
transport	NN	transport
,	,	,
check	NN	check
out	IN	out
the	DT	the
Greenpeace	NP	Greenpeace
International	NP	International
report	NN	report
.	SENT	.
Andrew	NP	Andrew
Tobert	NP	Tobert
is	VBZ	be
the	DT	the
engagement	NN	engagement
lead	NN	lead
for	IN	for
the	DT	the
Clean	NP	Clean
Air	NP	Air
Now	RB	now
campaign	VBP	campaign
Ours	PP	ours
is	VBZ	be
a	DT	a
different	JJ	different
future	NN	future
.	SENT	.
One	CD	one
that	WDT	that
’s	VBZ	be
far	RB	far
more	RBR	more
exciting	VBG	excite
(	(	(
and	CC	and
liberating	VBG	liberate
)	)	)
than	IN	than
anything	NN	anything
we	PP	we
’ve	VBP	have
seen	VBN	see
from	IN	from
the	DT	the
car	NN	car
industry	NN	industry
thus	RB	thus
far	RB	far
.	SENT	.
Walking	NN	walking
has	VBZ	have
been	VBN	be
with	IN	with
us	PP	us
since	IN	since
humans	NNS	human
first	RB	first
learned	VBD	learn
to…you	NN	<unknown>
get	VB	get
the	DT	the
idea	NN	idea
.	SENT	.
And	CC	and
still	RB	still
,	,	,
there	EX	there
are	VBP	be
few	JJ	few
better	JJR	good
ways	NNS	way
to	TO	to
get	VB	get
around	RP	around
.	SENT	.
Cities	NNS	city
are	VBP	be
finally	RB	finally
waking	VBG	wake
up	RP	up
to	TO	to
walking	VBG	walk
.	SENT	.
Car-free	JJ	<unknown>
zones	NNS	zone
and	CC	and
pedestrianised	VBN	pedestrianise
areas	NNS	area
have	VBP	have
transformed	VBN	transform
shopping	NN	shopping
districts	NNS	district
and	CC	and
town	NN	town
centres	NNS	centre
from	IN	from
New	NP	New
York	NP	York
to	TO	to
York	NP	York
.	SENT	.
London	NP	London
is	VBZ	be
planning	VBG	plan
to	TO	to
become	VB	become
the	DT	the
‘	``	'
world	NN	world
’s	POS	's
most	RBS	most
walkable	JJ	walkable
city	NN	city
’	''	'
by	IN	by
improving	VBG	improve
signage	NN	<unknown>
and	CC	and
reconfiguring	VBG	reconfigure
pedestrian	JJ	pedestrian
crossings	NNS	crossing
to	TO	to
give	VB	give
people	NNS	people
shorter	JJR	short
waits	NNS	wait
and	CC	and
longer	RBR	longer
crossing	VBG	cross
times	NNS	time
when	WRB	when
they	PP	they
cross	VBP	cross
the	DT	the
road	NN	road
.	SENT	.
Walking	VBG	walk
is	VBZ	be
n’t	RB	n't
for	IN	for
everyone	NN	everyone
all	RB	all
the	DT	the
time	NN	time
.	SENT	.
But	CC	but
by	IN	by
making	VBG	make
walking	VBG	walk
more	RBR	more
attractive	JJ	attractive
and	CC	and
easier	JJR	easy
,	,	,
cities	NNS	city
can	MD	can
cut	VB	cut
congestion	NN	congestion
,	,	,
improve	VB	improve
air	NN	air
quality	NN	quality
and	CC	and
encourage	VB	encourage
more	JJR	more
activity	NN	activity
in	IN	in
people	NNS	people
’s	POS	's
lives	NNS	life
.	SENT	.
So	IN	so
many	JJ	many
trips	NNS	trip
we	PP	we
take	VBP	take
are	VBP	be
under	IN	under
2	CD	@card@
miles	NNS	mile
(	(	(
3.2kms	JJ	<unknown>
)	)	)
.	SENT	.
42	CD	@card@
%	NN	%
of	IN	of
people	NNS	people
agreed	VBD	agree
that	IN	that
they	PP	they
could	MD	could
just	RB	just
as	RB	as
easily	RB	easily
walk	VB	walk
these	DT	these
as	RB	as
drive	VB	drive
them	PP	them
.	SENT	.
There	EX	there
’s	VBZ	be
so	RB	so
much	RB	much
potential	JJ	potential
for	IN	for
walking	VBG	walk
!	SENT	!
Cycling	NP	Cycling
is	VBZ	be
great	JJ	great
for	IN	for
cities	NNS	city
and	CC	and
the	DT	the
people	NNS	people
who	WP	who
live	VBP	live
there	RB	there
.	SENT	.
Bikes	NNS	bike
are	VBP	be
the	DT	the
original	JJ	original
‘	``	'
zero-emission	NN	zero-emission
vehicle	NN	vehicle
’	''	'
so	IN	so
more	JJR	more
people	NNS	people
cycling	NN	cycling
helps	VBZ	help
cities	NNS	city
respond	VB	respond
to	TO	to
the	DT	the
twin	JJ	twin
crises	NNS	crisis
of	IN	of
air	NN	air
pollution	NN	pollution
and	CC	and
climate	NN	climate
breakdown	NN	breakdown
.	SENT	.
Cities	NNS	city
are	VBP	be
dramatically	RB	dramatically
increasing	VBG	increase
the	DT	the
number	NN	number
of	IN	of
people	NNS	people
who	WP	who
cycle	VBP	cycle
by	IN	by
safely	RB	safely
separating	VBG	separate
them	PP	them
from	IN	from
other	JJ	other
road	NN	road
traffic	NN	traffic
.	SENT	.
In	IN	in
Copenhagen	NP	Copenhagen
,	,	,
62	CD	@card@
%	NN	%
of	IN	of
people	NNS	people
now	RB	now
cycle	NN	cycle
to	TO	to
their	PP$	their
place	NN	place
of	IN	of
work	NN	work
or	CC	or
study	NN	study
.	SENT	.
That	DT	that
’s	VBZ	be
up	RB	up
12	CD	@card@
%	NN	%
since	IN	since
2015	CD	@card@
!	SENT	!
Across	IN	across
the	DT	the
world	NN	world
,	,	,
companies	NNS	company
like	IN	like
Lime	NP	Lime
,	,	,
Bird	NP	Bird
or	CC	or
Jump	NP	Jump
by	IN	by
Uber	NP	Uber
are	VBP	be
rolling	VBG	roll
out	RP	out
thousands	NNS	thousand
of	IN	of
electric	JJ	electric
scooters	NNS	scooter
and	CC	and
bicycles	NNS	bicycle
that	WDT	that
are	VBP	be
paid	VBN	pay
per	IN	per
ride	NN	ride
via	IN	via
a	DT	a
mobile	JJ	mobile
app	NP	App
.	SENT	.
These	DT	these
services	NNS	service
are	VBP	be
potentially	RB	potentially
great	JJ	great
news	NN	news
for	IN	for
cities	NNS	city
as	IN	as
they	PP	they
make	VBP	make
it	PP	it
easier	JJR	easy
for	IN	for
people	NNS	people
to	TO	to
access	VB	access
public	JJ	public
transport	NN	transport
.	SENT	.
